year (AD),age (BP),d18O (missing),d13C (missing)
-39407,41357,-12.748,-7.198
-39418.5,41368.5,-12.882,-7.255
-39430,41380,-12.987,-7.208
-39441.5,41391.5,-13.007,-7.136
-39453,41403,-12.935,-7.034
-39455.9,41405.9,-12.841,-7.067
-39458.9,41408.9,-12.859,-7.002
-39461.8,41411.8,-12.905,-7.054
-39464.8,41414.8,-12.871,-7.291
-39467.7,41417.7,-12.799,-7.438
-39470.6,41420.6,-12.919,-7.598
-39473.6,41423.6,-12.946,-7.453
-39476.5,41426.5,-12.63,-7.683
-39479.5,41429.5,-12.876,-7.731
-39482.4,41432.4,-12.898,-7.842
-39485.3,41435.3,-13.097,-7.585
-39488.3,41438.3,-13.068,-7.581
-39491.2,41441.2,-13.092,-7.858
-39494.2,41444.2,-13.155,-7.927
-39497.1,41447.1,-13.151,-8.101
-39500,41450,-13.106,-8.198
-39503,41453,-13.023,-8.387
-39505.9,41455.9,-12.86,-8.327
-39508.9,41458.9,-12.928,-8.347
-39511.8,41461.8,-12.945,-8.37
-39514.7,41464.7,-12.839,-8.422
-39517.7,41467.7,-12.84,-8.492
-39520.6,41470.6,-12.886,-8.588
-39523.6,41473.6,-12.825,-8.653
-39526.5,41476.5,-13.031,-8.536
-39529.4,41479.4,-13.042,-8.716
-39532.4,41482.4,-13.198,-8.867
-39535.3,41485.3,-13.154,-8.691
-39538.3,41488.3,-13.059,-8.573
-39541.2,41491.2,-12.877,-8.573
-39544.1,41494.1,-12.624,-8.604
-39547.1,41497.1,-12.57,-8.361
-39550,41500,-12.701,-8.225
-39553,41503,-12.317,-8.425
-39555.9,41505.9,-12.348,-8.316
-39558.8,41508.8,-12.515,-8.355
-39561.8,41511.8,-12.886,-8.26
-39564.7,41514.7,-12.695,-8.155
-39567.7,41517.7,-12.82,-7.89
-39570.6,41520.6,-13.117,-7.77
-39573.5,41523.5,-13.124,-7.877
-39576.5,41526.5,-12.906,-8.034
-39579.4,41529.4,-12.633,-8.111
-39582.4,41532.4,-12.463,-7.892
-39585.3,41535.3,-12.616,-7.756
-39588.2,41538.2,-12.695,-7.857
-39591.2,41541.2,-12.481,-8.012
-39594.1,41544.1,-12.321,-7.707
-39597.1,41547.1,-12.361,-8.173
-39600,41550,-12.324,-8.43
-39628.6,41578.6,-12.346,-8.201
-39657.1,41607.1,-12.289,-8.174
-39685.7,41635.7,-12.228,-8.059
-39714.3,41664.3,-12.213,-8.011
-39742.8,41692.8,-12.381,-7.643
-39771.4,41721.4,-12.582,-7.305
-39800,41750,-12.674,-7.169
-39828.5,41778.5,-12.948,-7.052
-39857.1,41807.1,-13.014,-6.748
-39885.7,41835.7,-12.845,-6.57
-39914.2,41864.2,-12.897,-6.803
-39942.8,41892.8,-12.756,-6.758
-39971.4,41921.4,-13.056,-6.964
-39999.9,41949.9,-13.158,-6.964
-40028.5,41978.5,-13.068,-6.735
-40057.1,42007.1,-12.896,-6.644
-40085.6,42035.6,-12.922,-7.047
-40114.2,42064.2,-12.918,-7.019
-40142.8,42092.8,-12.794,-6.998
-40171.3,42121.3,-12.849,-7.208
-40199.9,42149.9,-12.83,-7.295
-40228.5,42178.5,-12.876,-7.329
-40257,42207,-12.904,-7.194
-40285.6,42235.6,-12.911,-7.365
-40314.2,42264.2,-13.15,-7.493
-40342.7,42292.7,-13.162,-7.424
-40371.3,42321.3,-13.033,-7.199
-40399.9,42349.9,-13.064,-7.464
-40428.4,42378.4,-13.269,-7.581
-40457,42407,-13.363,-7.81
-40478.2,42428.2,-13.074,-7.698
-40499.5,42449.5,-13.178,-7.759
-40520.7,42470.7,-13.234,-7.746
-40541.9,42491.9,-13.216,-7.775
-40563.2,42513.2,-13.283,-7.871
-40584.4,42534.4,-13.271,-7.956
-40605.6,42555.6,-13.162,-7.962
-40626.9,42576.9,-13.222,-7.914
-40648.1,42598.1,-13.147,-7.912
-40669.3,42619.3,-13.089,-8.106
-40690.6,42640.6,-13.065,-8.23
-40711.8,42661.8,-13.054,-8.139
-40733,42683,-13.057,-8.273
-40754.3,42704.3,-12.942,-8.209
-40775.5,42725.5,-12.955,-8.33
-40796.7,42746.7,-12.917,-8.319
-40818,42768,-12.919,-8.382
-40839.2,42789.2,-12.923,-8.323
-40860.5,42810.5,-12.875,-8.356
-40881.7,42831.7,-12.901,-8.422
-40902.9,42852.9,-12.865,-8.468
-40924.2,42874.2,-12.769,-8.486
-40945.4,42895.4,-12.774,-8.509
-40966.6,42916.6,-12.8,-8.551
-40987.9,42937.9,-12.79,-8.511
-41009.1,42959.1,-12.786,-8.593
-41030.3,42980.3,-12.756,-8.63
-41051.6,43001.6,-12.768,-8.625
-41072.8,43022.8,-12.673,-8.676
-41094,43044,-12.627,-8.647
-41115.3,43065.3,-12.632,-8.794
-41136.5,43086.5,-12.662,-8.856
-41157.7,43107.7,-12.711,-8.924
-41179,43129,-12.747,-8.933
-41200.2,43150.2,-12.831,-8.926
-41221.4,43171.4,-12.719,-9.011
-41242.7,43192.7,-12.542,-8.87
-41263.9,43213.9,-12.621,-8.884
-41285.1,43235.1,-12.709,-8.92
-41306.4,43256.4,-12.833,-8.879
-41327.6,43277.6,-12.793,-8.863
-41348.8,43298.8,-12.778,-8.85
-41370.1,43320.1,-12.69,-8.917
-41391.3,43341.3,-12.705,-8.786
-41412.5,43362.5,-12.684,-8.89
-41433.8,43383.8,-12.502,-8.809
-41455,43405,-12.451,-8.791
-41476.2,43426.2,-12.369,-8.875
-41497.5,43447.5,-12.306,-8.832
-41518.7,43468.7,-12.251,-8.805
-41539.9,43489.9,-12.28,-8.954
-41561.2,43511.2,-12.38,-8.992
-41582.4,43532.4,-12.264,-9.088
-41603.6,43553.6,-12.131,-9.154
-41624.9,43574.9,-12.266,-9.078
-41646.1,43596.1,-12.376,-8.826
-41667.3,43617.3,-12.281,-8.804
-41688.6,43638.6,-12.259,-8.711
-41709.8,43659.8,-12.273,-8.587
-41731,43681,-12.262,-8.482
-41752.3,43702.3,-12.255,-8.465
-41773.5,43723.5,-12.357,-8.39
-41794.7,43744.7,-12.265,-8.371
-41816,43766,-12.278,-8.337
-41837.2,43787.2,-12.233,-8.357
-41858.5,43808.5,-12.193,-8.315
-41879.7,43829.7,-12.32,-8.237
-41900.9,43850.9,-12.11,-8.406
-41922.2,43872.2,-12.061,-8.689
-41943.4,43893.4,-12.093,-8.923
-41964.6,43914.6,-12.042,-9.024
-41985.9,43935.9,-11.991,-9.083
-42007.1,43957.1,-12.06,-9.095
-42028.3,43978.3,-11.993,-9.071
-42049.6,43999.6,-12.047,-9.016
-42070.8,44020.8,-11.994,-9.076
-42092,44042,-12.076,-9.044
-42113.3,44063.3,-12.168,-8.902
-42134.5,44084.5,-12.037,-8.855
-42155.7,44105.7,-11.96,-8.7
-42177,44127,-11.964,-8.381
-42198.2,44148.2,-12.166,-8.219
-42219.4,44169.4,-12.339,-8.171
-42240.7,44190.7,-12.477,-7.916
-42261.9,44211.9,-12.562,-7.889
-42283.1,44233.1,-12.598,-7.82
-42304.4,44254.4,-12.628,-7.351
-42325.6,44275.6,-12.584,-7.23
-42346.8,44296.8,-12.608,-7.349
-42368.1,44318.1,-12.613,-7.139
-42389.3,44339.3,-12.583,-6.938
-42410.5,44360.5,-12.487,-6.687
-42431.8,44381.8,-12.525,-6.866
-42453,44403,-12.473,-7.3
-42488.2,44438.2,-12.564,-7.613
-42523.4,44473.4,-12.649,-7.67
-42558.6,44508.6,-12.604,-7.877
-42593.7,44543.7,-12.573,-7.93
-42628.9,44578.9,-12.604,-7.946
-42664.1,44614.1,-12.551,-7.942
-42699.3,44649.3,-12.537,-7.976
-42734.5,44684.5,-12.669,-8.075
-42769.7,44719.7,-12.767,-8.215
-42804.8,44754.8,-12.725,-8.299
-42840,44790,-12.719,-8.305
-42875.2,44825.2,-12.65,-8.183
-42910.4,44860.4,-12.449,-7.996
-42945.6,44895.6,-12.309,-8.312
-42980.8,44930.8,-12.23,-8.53
-43015.9,44965.9,-12.125,-8.497
-43051.1,45001.1,-11.955,-8.792
-43086.3,45036.3,-11.963,-8.98
-43121.5,45071.5,-12.1,-8.753
-43156.7,45106.7,-12.067,-8.754
-43191.9,45141.9,-12.057,-8.716
-43227,45177,-12.113,-8.578
-43262.2,45212.2,-12.003,-8.693
-43297.4,45247.4,-11.949,-8.779
-43332.6,45282.6,-11.994,-8.972
-43367.8,45317.8,-11.915,-9.133
-43403,45353,-11.859,-9.041
-43438.1,45388.1,-11.879,-9.077
-43473.3,45423.3,-11.833,-9.114
-43508.5,45458.5,-11.779,-8.959
-43543.7,45493.7,-11.75,-8.993
-43578.9,45528.9,-11.61,-9.061
-43614.1,45564.1,-11.698,-8.959
-43649.2,45599.2,-11.757,-8.883
-43684.4,45634.4,-11.731,-8.804
-43719.6,45669.6,-11.95,-8.923
-43754.8,45704.8,-11.9,-8.998
-43790,45740,-11.768,-9.011
-43825.2,45775.2,-11.681,-9.209
-43860.3,45810.3,-11.667,-9.039
-43895.5,45845.5,-11.654,-8.78
-43930.7,45880.7,-11.641,-8.997
-43965.9,45915.9,-11.627,-8.908
-44001.1,45951.1,-11.645,-9.039
-44036.3,45986.3,-11.613,-8.971
-44071.4,46021.4,-11.626,-8.722
-44106.6,46056.6,-11.639,-8.788
-44141.8,46091.8,-11.609,-8.87
-44177,46127,-11.502,-9.008
-44212.2,46162.2,-11.428,-9.042
-44247.4,46197.4,-11.432,-8.877
-44282.5,46232.5,-11.421,-8.603
-44317.7,46267.7,-11.503,-8.956
-44352.9,46302.9,-11.499,-9.107
-44388.1,46338.1,-11.511,-9.065
-44423.3,46373.3,-11.759,-9.003
-44458.5,46408.5,-11.733,-8.865
-44493.6,46443.6,-11.606,-8.462
-44528.8,46478.8,-11.587,-8.403
-44564,46514,-11.59,-8.598
-44599.2,46549.2,-11.59,-8.549
-44634.4,46584.4,-11.712,-8.612
-44669.6,46619.6,-11.71,-8.248
-44704.7,46654.7,-11.768,-8.282
-44739.9,46689.9,-11.759,-8.326
-44775.1,46725.1,-11.811,-8.2
-44810.3,46760.3,-11.903,-8.281
-44845.5,46795.5,-11.873,-8.136
-44880.7,46830.7,-11.902,-8.073
-44915.8,46865.8,-11.932,-8.055
-44951,46901,-12.008,-8.044
-44986.2,46936.2,-12.057,-8.04
-45021.4,46971.4,-12.057,-8.202
-45056.6,47006.6,-12.05,-8.237
-45091.8,47041.8,-12.046,-8.326
-45126.9,47076.9,-12.003,-8.265
-45162.1,47112.1,-11.92,-8.199
-45197.3,47147.3,-11.945,-8.264
-45232.5,47182.5,-11.812,-8.258
-45267.7,47217.7,-11.786,-8.25
-45302.9,47252.9,-11.668,-8.201
-45338,47288,-11.759,-8.219
-45373.2,47323.2,-11.72,-8.317
-45408.4,47358.4,-11.776,-8.637
-45443.6,47393.6,-11.738,-8.717
-45478.8,47428.8,-11.732,-8.856
-45514,47464,-11.75,-8.856
-45549.1,47499.1,-11.716,-8.742
-45584.3,47534.3,-11.768,-8.723
-45619.5,47569.5,-11.776,-8.837
-45654.7,47604.7,-11.846,-8.613
-45689.9,47639.9,-12.017,-8.477
-45725.1,47675.1,-12.402,-8.291
-45760.2,47710.2,-12.695,-8.05
-45795.4,47745.4,-12.965,-7.841
-45830.6,47780.6,-12.974,-7.771
-45865.8,47815.8,-12.937,-7.456
-45901,47851,-12.969,-7.317
-45936.2,47886.2,-12.986,-7.262
-45971.3,47921.3,-12.953,-7.311
-46006.5,47956.5,-12.926,-7.399
-46041.7,47991.7,-12.871,-7.398
-46076.9,48026.9,-12.826,-7.452
-46112.1,48062.1,-12.715,-7.419
-46147.3,48097.3,-12.702,-7.353
-46182.4,48132.4,-12.711,-7.376
-46217.6,48167.6,-12.775,-7.517
-46252.8,48202.8,-12.898,-7.661
-46288,48238,-13.016,-7.717
-46323.2,48273.2,-12.956,-7.901
-46358.4,48308.4,-12.938,-7.903
-46393.5,48343.5,-12.916,-7.921
-46428.7,48378.7,-12.947,-7.865
-46463.9,48413.9,-12.867,-7.81
-46499.1,48449.1,-12.892,-7.716
-46534.3,48484.3,-12.888,-7.601
-46569.5,48519.5,-12.902,-7.559
-46604.6,48554.6,-12.91,-7.535
-46639.8,48589.8,-12.859,-7.446
-46675,48625,-12.842,-7.393
-46686,48636,-12.729,-7.325
-46697.1,48647.1,-12.854,-7.309
-46708.1,48658.1,-12.842,-7.371
-46719.1,48669.1,-12.822,-7.454
-46730.2,48680.2,-12.8,-7.507
-46741.2,48691.2,-12.781,-7.503
-46752.2,48702.2,-12.675,-7.597
-46763.3,48713.3,-12.656,-7.653
-46774.3,48724.3,-12.591,-7.809
-46785.3,48735.3,-12.621,-7.753
-46796.4,48746.4,-12.615,-7.915
-46807.4,48757.4,-12.547,-7.882
-46818.4,48768.4,-12.53,-8
-46829.5,48779.5,-12.51,-7.893
-46840.5,48790.5,-12.491,-7.926
-46851.5,48801.5,-12.397,-8.04
-46862.6,48812.6,-12.64,-7.76
-46873.6,48823.6,-12.369,-8.061
-46884.6,48834.6,-12.413,-8.106
-46895.7,48845.7,-12.304,-8.246
-46906.7,48856.7,-12.205,-8.404
-46917.7,48867.7,-12.228,-8.423
-46928.8,48878.8,-12.217,-8.478
-46939.8,48889.8,-12.128,-8.576
-46950.8,48900.8,-12.16,-8.701
-46961.9,48911.9,-12.103,-8.709
-46972.9,48922.9,-11.991,-8.675
-46983.9,48933.9,-12.014,-8.726
-46995,48945,-12.172,-8.643
-47006,48956,-12.069,-8.574
-47017,48967,-12.119,-8.657
-47028.1,48978.1,-12.09,-8.756
-47039.1,48989.1,-11.969,-8.784
-47050.1,49000.1,-11.97,-8.806
-47061.2,49011.2,-11.879,-8.806
-47072.2,49022.2,-11.868,-8.802
-47083.2,49033.2,-11.955,-8.712
-47094.3,49044.3,-11.965,-8.753
-47105.3,49055.3,-11.975,-8.956
-47116.3,49066.3,-12.006,-9.084
-47127.4,49077.4,-11.966,-8.966
-47138.4,49088.4,-11.883,-8.935
-47149.4,49099.4,-11.777,-8.983
-47160.5,49110.5,-11.688,-9.066
-47171.5,49121.5,-11.699,-9.066
-47182.5,49132.5,-11.666,-9.062
-47193.6,49143.6,-11.683,-9.06
-47204.6,49154.6,-11.734,-8.968
-47215.6,49165.6,-11.779,-8.843
-47226.7,49176.7,-11.719,-8.88
-47237.7,49187.7,-11.8,-8.89
-47248.7,49198.7,-11.737,-8.896
-47259.8,49209.8,-11.721,-8.993
-47270.8,49220.8,-11.748,-9.054
-47281.8,49231.8,-11.769,-8.99
-47292.9,49242.9,-11.825,-8.867
-47303.9,49253.9,-11.804,-8.922
-47314.9,49264.9,-11.706,-8.958
-47326,49276,-11.839,-8.831
-47337,49287,-11.853,-8.865
-47348,49298,-11.851,-8.873
-47359.1,49309.1,-11.942,-8.798
-47370.1,49320.1,-11.838,-8.871
-47381.1,49331.1,-11.882,-8.844
-47392.2,49342.2,-11.762,-8.829
-47403.2,49353.2,-11.709,-8.765
-47414.2,49364.2,-11.633,-8.79
-47425.3,49375.3,-11.897,-8.602
-47436.3,49386.3,-11.647,-8.908
-47447.3,49397.3,-11.717,-8.923
-47458.4,49408.4,-11.636,-8.911
-47469.4,49419.4,-11.608,-9.017
-47480.4,49430.4,-11.639,-8.941
-47491.5,49441.5,-11.638,-8.986
-47502.5,49452.5,-11.584,-8.887
-47513.5,49463.5,-11.688,-8.951
-47524.6,49474.6,-11.678,-9.002
-47535.6,49485.6,-11.766,-9.069
-47546.6,49496.6,-11.812,-9.159
-47557.7,49507.7,-11.998,-8.963
-47568.7,49518.7,-11.909,-9.24
-47579.7,49529.7,-12.021,-9.187
-47590.8,49540.8,-12.182,-9.247
-47601.8,49551.8,-12.386,-9.205
-47612.8,49562.8,-12.404,-9.202
-47623.9,49573.9,-12.415,-9.117
-47634.9,49584.9,-12.425,-9.096
-47645.9,49595.9,-12.462,-9.033
-47657,49607,-12.512,-9.132
-47668,49618,-12.512,-8.959
-47674.9,49624.9,-12.495,-9.128
-47681.8,49631.8,-12.469,-9.112
-47688.8,49638.8,-12.49,-9.05
-47695.7,49645.7,-12.446,-9.066
-47702.6,49652.6,-12.533,-9.169
-47709.5,49659.5,-12.594,-9.093
-47716.4,49666.4,-12.596,-8.95
-47723.4,49673.4,-12.734,-8.98
-47730.3,49680.3,-12.669,-9.063
-47737.2,49687.2,-12.7,-9.062
-47744.1,49694.1,-12.605,-9.122
-47751,49701,-12.576,-9.122
-47758,49708,-12.615,-9.042
-47764.9,49714.9,-12.748,-9.062
-47771.8,49721.8,-12.856,-9.114
-47778.7,49728.7,-12.82,-9.069
-47785.6,49735.6,-12.778,-9.09
-47792.6,49742.6,-12.718,-9.082
-47799.5,49749.5,-12.771,-8.991
-47806.4,49756.4,-12.752,-9.017
-47813.3,49763.3,-12.762,-9.019
-47820.2,49770.2,-12.683,-9.027
-47827.2,49777.2,-12.703,-9.046
-47834.1,49784.1,-12.608,-8.963
-47841,49791,-12.731,-8.932
-47847.9,49797.9,-12.747,-8.94
-47854.8,49804.8,-12.787,-8.971
-47861.8,49811.8,-12.751,-8.93
-47868.7,49818.7,-12.804,-8.814
-47875.6,49825.6,-12.612,-8.915
-47882.5,49832.5,-12.63,-8.861
-47889.4,49839.4,-12.542,-8.973
-47896.4,49846.4,-12.603,-9.015
-47903.3,49853.3,-12.694,-9.096
-47910.2,49860.2,-12.716,-9.136
-47917.1,49867.1,-12.652,-9.234
-47924,49874,-12.503,-9.172
-47931,49881,-12.402,-9.209
-47937.9,49887.9,-12.447,-8.992
-47944.8,49894.8,-12.392,-8.966
-47951.7,49901.7,-12.538,-9.029
-47958.6,49908.6,-12.541,-9.023
-47965.6,49915.6,-12.494,-9.128
-47972.5,49922.5,-12.439,-9.057
-47979.4,49929.4,-12.502,-9.046
-47986.3,49936.3,-12.584,-9.008
-47993.2,49943.2,-12.59,-8.932
-48000.2,49950.2,-12.557,-9.012
-48007.1,49957.1,-12.509,-9.086
-48014,49964,-12.512,-9.18
-48016.8,49966.8,-12.483,-9.125
-48019.7,49969.7,-12.422,-9.122
-48022.5,49972.5,-12.375,-9.227
-48025.4,49975.4,-12.334,-9.365
-48028.2,49978.2,-12.345,-9.401
-48031,49981,-12.372,-9.556
-48033.9,49983.9,-12.276,-9.578
-48036.7,49986.7,-12.094,-9.506
-48039.6,49989.6,-11.987,-9.57
-48042.4,49992.4,-11.945,-9.686
-48045.2,49995.2,-11.729,-9.728
-48048.1,49998.1,-11.729,-9.764
-48050.9,50000.9,-11.796,-9.817
-48053.8,50003.8,-11.714,-9.825
-48056.6,50006.6,-11.715,-9.834
-48059.4,50009.4,-11.822,-9.918
-48062.3,50012.3,-11.73,-9.797
-48065.1,50015.1,-11.722,-9.878
-48068,50018,-11.739,-9.83
-48070.8,50020.8,-11.809,-9.747
-48073.6,50023.6,-11.762,-9.842
-48076.5,50026.5,-11.652,-9.736
-48079.3,50029.3,-11.62,-9.753
-48082.2,50032.2,-11.556,-9.769
-48085,50035,-11.677,-9.821
-48087.8,50037.8,-11.594,-9.669
-48090.7,50040.7,-11.629,-9.713
-48093.5,50043.5,-11.585,-9.789
-48096.4,50046.4,-11.519,-9.741
-48099.2,50049.2,-11.594,-9.706
-48102,50052,-11.552,-9.684
-48104.9,50054.9,-11.605,-9.697
-48107.7,50057.7,-11.607,-9.717
-48110.6,50060.6,-11.605,-9.671
-48113.4,50063.4,-11.596,-9.64
-48116.2,50066.2,-11.628,-9.617
-48119.1,50069.1,-11.6,-9.651
-48121.9,50071.9,-11.57,-9.564
-48124.8,50074.8,-11.655,-9.548
-48127.6,50077.6,-11.841,-9.516
-48130.4,50080.4,-11.777,-9.551
-48133.3,50083.3,-11.874,-9.567
-48136.1,50086.1,-11.914,-9.544
-48139,50089,-11.882,-9.396
-48141.8,50091.8,-11.762,-9.348
-48144.6,50094.6,-11.727,-9.329
-48147.5,50097.5,-11.758,-9.315
-48150.3,50100.3,-11.718,-9.295
-48153.2,50103.2,-11.768,-9.375
-48156,50106,-11.774,-9.358
-48158.8,50108.8,-11.883,-9.382
-48161.7,50111.7,-11.884,-9.371
-48164.5,50114.5,-11.915,-9.354
-48167.4,50117.4,-11.896,-9.385
-48170.2,50120.2,-11.877,-9.316
-48173,50123,-11.826,-9.26
-48175.9,50125.9,-11.628,-9.355
-48178.7,50128.7,-11.612,-9.471
-48181.6,50131.6,-11.625,-9.653
-48184.4,50134.4,-11.528,-9.583
-48187.2,50137.2,-11.579,-9.496
-48190.1,50140.1,-11.528,-9.435
-48192.9,50142.9,-11.557,-9.368
-48195.8,50145.8,-11.587,-9.294
-48198.6,50148.6,-11.622,-9.307
-48201.4,50151.4,-11.812,-9.088
-48204.3,50154.3,-11.683,-9.182
-48207.1,50157.1,-11.863,-9.21
-48210,50160,-11.815,-9.211
-48212.8,50162.8,-11.858,-9.153
-48215.6,50165.6,-11.796,-9.24
-48218.5,50168.5,-11.802,-9.207
-48221.3,50171.3,-11.817,-9.185
-48224.2,50174.2,-11.676,-9.229
-48227,50177,-11.659,-9.332
-48230.9,50180.9,-11.631,-9.275
-48234.8,50184.8,-11.605,-9.305
-48238.7,50188.7,-11.657,-9.28
-48242.6,50192.6,-11.709,-9.256
-48246.5,50196.5,-11.732,-9.302
-48250.4,50200.4,-11.737,-9.335
-48254.3,50204.3,-11.72,-9.15
-48258.2,50208.2,-11.722,-9.162
-48262.1,50212.1,-11.8,-9.063
-48266,50216,-11.908,-8.872
-48269.9,50219.9,-11.908,-8.822
-48273.8,50223.8,-11.906,-8.862
-48277.7,50227.7,-11.849,-8.728
-48281.6,50231.6,-11.933,-8.758
-48285.5,50235.5,-11.954,-8.618
-48289.4,50239.4,-11.873,-8.611
-48293.3,50243.3,-11.834,-8.658
-48297.2,50247.2,-11.803,-8.714
-48301.1,50251.1,-11.861,-8.754
-48305,50255,-11.946,-8.842
-48308.9,50258.9,-11.931,-9.022
-48312.8,50262.8,-11.875,-8.56
-48316.7,50266.7,-11.923,-8.698
-48320.6,50270.6,-11.761,-8.429
-48324.5,50274.5,-11.808,-8.485
