age (BP) [1-1],d13C (permil) [1-1],C/N (unitless) [1-1],TOC (mg/g) [1-1],MS (unitless) [1-1],SE (cm yr-1) [1-1],BSi (mg/g) [1-1],age (BP) [2-1],PC1 (unitless) [2-1]
1872,NA,NA,11.252,777.577,0.171,61.944,NA,NA
1875,NA,NA,NA,NA,0.17,NA,NA,NA
1878,NA,NA,12.16,792.43,0.17,79.156,NA,NA
1881,NA,NA,NA,NA,0.17,NA,NA,NA
1884,NA,NA,10.591,811.356,0.169,NA,NA,NA
1886,NA,NA,NA,NA,0.169,NA,NA,NA
1889,NA,NA,10.082,826.209,0.169,49.221,NA,NA
1892,NA,NA,NA,NA,0.169,NA,NA,NA
1895,NA,NA,8.447,827.392,0.168,NA,NA,NA
1898,NA,NA,NA,NA,0.168,NA,NA,NA
1901,NA,NA,8.125,812.145,0.168,40.716,NA,NA
1904,NA,NA,NA,NA,0.168,NA,NA,NA
1907,NA,NA,11.12,791.641,0.168,53.228,NA,NA
1910,NA,NA,NA,NA,0.167,NA,NA,NA
1913,NA,NA,11.137,778.235,0.167,76.015,NA,NA
1916,NA,NA,NA,NA,0.167,NA,NA,NA
1919,NA,NA,11.1,780.469,0.167,58.992,NA,NA
1922,NA,NA,NA,NA,0.167,NA,NA,NA
1925,NA,NA,10.887,794.664,0.166,59.863,NA,NA
1928,NA,NA,NA,NA,0.166,NA,NA,NA
1931,NA,NA,12.677,816.745,0.166,54.894,NA,NA
1934,NA,NA,NA,NA,0.165,NA,NA,NA
1937,NA,NA,9.62,842.638,0.161,47.95,NA,NA
1940,NA,NA,NA,NA,0.164,NA,NA,NA
1943,NA,NA,9.238,862.222,0.164,57.216,NA,NA
1946,NA,NA,NA,NA,0.164,NA,NA,NA
1950,NA,NA,12.144,872.211,0.163,NA,NA,NA
1953,NA,NA,NA,NA,0.163,NA,NA,NA
1956,NA,NA,9.265,876.812,0.163,50.261,NA,NA
1959,NA,NA,NA,NA,0.163,NA,NA,NA
1962,NA,NA,8.6,880.755,0.162,44.35,NA,NA
1965,NA,NA,NA,NA,0.162,NA,NA,NA
1968,NA,NA,11.847,871.029,0.162,56.346,NA,NA
1971,NA,NA,NA,NA,0.161,NA,NA,NA
1974,NA,NA,11.939,848.947,0.161,52.138,NA,NA
1977,NA,NA,NA,NA,0.161,NA,NA,NA
1980,NA,NA,10.511,830.809,0.16,84.077,NA,NA
1983,NA,NA,NA,NA,0.16,NA,NA,NA
1987,NA,NA,10.511,828.706,0.16,69.766,NA,NA
1990,NA,NA,NA,NA,0.159,NA,NA,NA
1993,NA,NA,10.851,839.484,0.159,62.754,NA,NA
1996,NA,NA,NA,NA,0.159,NA,NA,NA
1999,NA,NA,8.681,852.365,0.16,54.575,NA,NA
2002,NA,NA,NA,NA,0.158,NA,NA,NA
2005,NA,NA,8.738,867.348,0.158,NA,NA,NA
2009,NA,NA,NA,NA,0.157,NA,NA,NA
2012,NA,NA,8.416,884.041,0.157,47.692,NA,NA
2015,NA,NA,NA,NA,0.157,NA,NA,NA
2018,NA,NA,7.448,897.184,0.156,43.878,NA,NA
2021,NA,NA,NA,NA,0.156,NA,NA,NA
2025,NA,NA,6.795,900.733,0.156,NA,NA,NA
2028,NA,NA,NA,NA,0.156,NA,NA,NA
2031,NA,NA,8.99,900.47,0.155,38.205,NA,NA
2034,NA,NA,NA,NA,0.155,NA,NA,NA
2037,NA,NA,11.019,899.025,0.155,39.076,NA,NA
2041,NA,NA,NA,NA,0.154,NA,NA,NA
2044,NA,NA,13.952,883.515,0.154,44.88,NA,NA
2047,NA,NA,NA,NA,0.154,NA,NA,NA
2050,NA,NA,9.71,854.336,0.153,53.037,NA,NA
2054,NA,NA,NA,NA,0.153,NA,NA,NA
2057,NA,NA,11.492,832.518,0.153,78.46,NA,NA
2060,NA,NA,NA,NA,0.152,NA,NA,NA
2063,NA,NA,12.613,826.997,0.152,56.295,NA,NA
2067,NA,NA,NA,NA,0.152,NA,NA,NA
2070,NA,NA,12.581,830.678,0.151,NA,NA,NA
2073,NA,NA,NA,NA,0.15,NA,NA,NA
2077,NA,NA,10.708,832.255,0.149,70.792,NA,NA
2080,NA,NA,NA,NA,0.147,NA,NA,NA
2083,NA,NA,10.24,827.129,0.145,54.623,NA,NA
2087,NA,NA,NA,NA,0.144,NA,NA,NA
2090,NA,NA,12.222,817.665,0.143,51.983,NA,NA
2094,NA,NA,NA,NA,0.141,NA,NA,NA
2097,-27.076,9.014,11.71,805.31,0.14,50.061,NA,NA
2101,NA,NA,NA,NA,0.139,NA,NA,NA
2105,NA,NA,11.838,794.138,0.138,71.831,NA,NA
2108,NA,NA,NA,NA,0.137,NA,NA,NA
2112,-27.448,8.745,12.181,788.881,0.136,NA,NA,NA
2116,NA,NA,NA,NA,0.136,NA,NA,NA
2119,NA,NA,12.755,790.458,0.135,66.875,NA,NA
2123,NA,NA,NA,NA,0.134,NA,NA,NA
2127,-27.164,8.582,12.624,800.053,0.134,51.65,NA,NA
2130,NA,NA,NA,NA,0.133,NA,NA,NA
2134,-26.996,8.653,9.9,816.745,0.133,55.168,NA,NA
2138,NA,NA,NA,NA,0.131,NA,NA,NA
2142,NA,NA,10.513,832.649,0.132,NA,NA,NA
2146,NA,NA,NA,NA,0.132,NA,NA,NA
2149,-27.579,8.566,8.438,839.615,0.131,54.049,NA,NA
2153,NA,NA,NA,NA,0.131,NA,NA,NA
2157,NA,NA,10.529,842.113,0.131,74.358,NA,NA
2161,NA,NA,NA,NA,0.131,NA,NA,NA
2165,-27.288,9.067,9.788,842.244,0.131,48.72,NA,NA
2168,NA,NA,NA,NA,0.131,NA,NA,NA
2172,NA,NA,11.906,832.518,0.131,NA,NA,NA
2176,NA,NA,NA,NA,0.131,NA,NA,NA
2180,-27.009,9.156,10.029,815.037,0.131,58.715,NA,NA
2184,NA,NA,NA,NA,0.132,NA,NA,NA
2187,NA,NA,10.2,796.504,0.132,91.47,NA,NA
2191,NA,NA,NA,NA,0.133,NA,NA,NA
2195,-27.268,9.847,9.68,786.384,0.133,72.813,NA,NA
2199,NA,NA,NA,NA,0.134,NA,NA,NA
2202,NA,NA,9.619,788.749,0.135,52.858,NA,NA
2206,NA,NA,NA,NA,0.136,NA,NA,NA
2210,NA,NA,9.968,800.842,0.136,53.994,NA,NA
2214,NA,NA,NA,NA,0.137,NA,NA,NA
2217,-26.755,9.493,9.752,817.534,0.138,NA,NA,NA
2221,NA,NA,NA,NA,0.139,NA,NA,NA
2224,-26.757,8.97,10.293,894.161,0.139,61.443,NA,NA
2228,NA,NA,NA,NA,0.14,NA,NA,NA
2232,NA,NA,9.993,909.671,0.142,65.559,NA,NA
2235,NA,NA,NA,NA,0.143,NA,NA,NA
2239,-26.644,10.041,9.233,930.832,0.144,51.276,NA,NA
2242,NA,NA,NA,NA,0.146,NA,NA,NA
2246,NA,NA,7.101,954.228,0.147,NA,NA,NA
2249,NA,NA,NA,NA,0.149,NA,NA,NA
2252,-26.965,9.766,8.979,976.441,0.151,NA,NA,NA
2256,NA,NA,NA,NA,0.152,NA,NA,NA
2259,NA,NA,7.005,1001.019,0.154,50.909,NA,NA
2262,NA,NA,NA,NA,0.156,NA,NA,NA
2265,-27.45,9.204,6.572,1019.946,0.159,44.135,NA,NA
2268,NA,NA,NA,NA,0.161,NA,NA,NA
2272,NA,NA,6.388,1024.415,0.164,35.975,NA,NA
2275,NA,NA,NA,NA,0.166,NA,NA,NA
2278,-26.966,9.89,6.202,998.916,0.169,52.669,NA,NA
2281,NA,NA,NA,NA,0.172,NA,NA,NA
2283,NA,NA,6.229,972.497,0.175,NA,NA,NA
2286,NA,NA,NA,NA,0.179,NA,NA,NA
2289,-27.27,9.616,14.56,958.959,0.183,36.08,NA,NA
2292,NA,NA,NA,NA,0.187,NA,NA,NA
2295,-27.482,10.417,11.803,935.038,0.191,47.204,NA,NA
2297,NA,NA,NA,NA,0.2,NA,NA,NA
2300,NA,NA,9.595,913.745,0.199,56.428,NA,NA
2302,NA,NA,NA,NA,0.202,NA,NA,NA
2305,NA,NA,8.832,899.813,0.204,NA,NA,NA
2307,NA,NA,NA,NA,0.208,NA,NA,NA
2310,-27.034,10.791,8.518,883.615,0.211,NA,NA,NA
2312,NA,NA,NA,NA,0.214,NA,NA,NA
2314,NA,NA,7.514,838.766,0.218,57.607,NA,NA
2317,NA,NA,NA,NA,0.221,NA,NA,NA
2319,-27.199,9.798,11.768,730.422,0.225,NA,NA,NA
2321,NA,NA,NA,NA,0.228,NA,NA,NA
2323,NA,NA,13.597,629.411,0.232,66.619,NA,NA
2325,NA,NA,NA,NA,0.227,NA,NA,NA
2328,NA,NA,9.386,NA,0.238,85.6,NA,NA
2330,NA,NA,NA,NA,0.242,NA,NA,NA
2332,-27.356,12.939,13.048,NA,0.246,38.38,NA,NA
2334,NA,NA,NA,NA,0.25,NA,NA,NA
2336,-26.389,11.118,13.268,521.654,0.254,NA,NA,NA
2338,NA,NA,NA,NA,0.258,NA,NA,NA
2340,-26.693,9.928,11.167,631.118,0.264,NA,NA,NA
2342,NA,NA,NA,NA,0.27,NA,NA,NA
2343,-26.571,10.925,10.481,698.25,0.287,NA,NA,NA
2345,NA,NA,NA,NA,0.275,NA,NA,NA
2347,-27.368,10.237,7.945,727.934,0.28,NA,NA,NA
2349,NA,NA,NA,NA,0.286,NA,NA,NA
2350,-27.052,11.088,6.006,738.557,0.291,NA,NA,NA
2352,NA,NA,NA,NA,0.296,NA,NA,NA
2354,-27.103,11.038,7.877,743.141,0.301,NA,NA,NA
2356,NA,NA,NA,NA,0.307,NA,NA,NA
2357,-27.778,9.647,8.134,748.004,0.313,NA,NA,NA
2359,NA,NA,NA,NA,0.305,NA,NA,NA
2360,-27.741,9.579,9.779,756.679,0.323,NA,NA,NA
2362,NA,NA,NA,NA,0.329,NA,NA,NA
2363,NA,NA,11.039,777.183,0.336,85.618,NA,NA
2365,NA,NA,NA,NA,0.341,NA,NA,NA
2366,-27.567,9.78,7.983,810.831,0.348,NA,NA,NA
2368,NA,NA,NA,NA,0.356,NA,NA,NA
2369,-27.375,10.659,7.352,849.605,0.362,NA,NA,NA
2371,NA,NA,NA,NA,0.376,NA,NA,NA
2372,-27.201,9.878,6.89,880.492,0.373,NA,NA,NA
2373,NA,NA,NA,NA,0.38,NA,NA,NA
2375,-26.742,10.348,6.944,895.081,0.388,NA,NA,NA
2376,NA,NA,NA,NA,0.395,NA,NA,NA
2377,-26.764,9.775,7.945,897.973,0.403,NA,NA,NA
2378,NA,NA,NA,NA,0.418,NA,NA,NA
2380,NA,NA,8.105,896.264,0.42,51.929,NA,NA
2381,NA,NA,NA,NA,0.429,NA,NA,NA
2382,-27.226,10.571,8.463,892.847,0.437,NA,NA,NA
2383,NA,NA,NA,NA,0.444,NA,NA,NA
2384,-27.414,10.644,7.835,889.43,0.455,NA,NA,NA
2385,NA,NA,NA,NA,0.463,NA,NA,NA
2386,-27.195,10.139,7.619,888.247,0.474,NA,NA,NA
2388,NA,NA,NA,NA,0.483,NA,NA,NA
2389,NA,NA,9.323,888.773,0.493,58.163,NA,NA
2390,NA,NA,NA,NA,0.493,NA,NA,NA
2391,-27.306,9.811,6.74,888.904,0.494,NA,NA,NA
2392,NA,NA,NA,NA,0.495,NA,NA,NA
2392,-26.821,9.365,5.742,884.172,0.496,NA,NA,NA
2393,NA,NA,NA,NA,0.497,NA,NA,NA
2394,-26.182,10.16,18.232,874.446,0.498,NA,NA,NA
2395,NA,NA,NA,NA,0.499,NA,NA,NA
2396,-26.569,11.395,12.276,858.016,0.5,NA,NA,NA
2397,NA,NA,NA,NA,0.501,NA,NA,NA
2398,-26.405,10.809,12.96,836.329,0.502,NA,NA,NA
2399,NA,NA,NA,NA,0.503,NA,NA,NA
2399,-27.406,10.145,9.341,817.271,0.504,NA,NA,NA
2400,NA,NA,NA,NA,0.505,NA,NA,NA
2401,-26.889,10.09,11.528,808.852,0.506,NA,NA,NA
2402,NA,NA,NA,NA,0.507,NA,NA,NA
2402,-26.935,10.281,11.685,810.429,0.508,NA,NA,NA
2403,NA,NA,NA,NA,0.509,NA,NA,NA
2404,-26.71,10.193,11.395,818.707,0.51,NA,NA,NA
2405,NA,NA,NA,NA,0.511,NA,NA,NA
2405,NA,NA,11.676,832.897,0.512,74.042,NA,NA
2406,NA,NA,NA,NA,0.513,NA,NA,NA
2406,-26.373,10.02,9.521,853.263,0.514,NA,NA,NA
2407,NA,NA,NA,NA,0.513,NA,NA,NA
2408,-26.347,10.086,9.889,869.03,0.512,NA,NA,NA
2408,NA,NA,NA,NA,0.511,NA,NA,NA
2409,-26.499,9.574,8.872,873.497,0.51,NA,NA,NA
2409,NA,NA,NA,NA,0.509,NA,NA,NA
2410,-27.315,9.592,9.097,873.366,0.508,NA,NA,NA
2411,NA,NA,NA,NA,0.507,NA,NA,NA
2411,-27.176,9.628,8.959,876.782,0.506,NA,NA,NA
2412,NA,NA,NA,NA,0.505,NA,NA,NA
2412,-26.571,9.38,8.877,886.637,0.504,NA,NA,NA
2413,NA,NA,NA,NA,0.503,NA,NA,NA
2414,-25.976,10.219,12.357,899.25,0.502,NA,NA,NA
2414,NA,NA,NA,NA,0.501,NA,NA,NA
2415,-26.424,10.565,15.627,901.878,0.5,NA,NA,NA
2416,NA,NA,NA,NA,0.499,NA,NA,NA
2416,-27.427,9.728,8.182,890.053,0.498,NA,NA,NA
2417,NA,NA,NA,NA,0.497,NA,NA,NA
2418,NA,NA,11.86,869.03,0.496,44.662,NA,NA
2419,NA,NA,NA,NA,0.495,NA,NA,NA
2419,-27.243,10.147,9.329,844.723,0.494,NA,NA,NA
2420,NA,NA,NA,NA,0.493,NA,NA,NA
2421,-27.294,10.11,10.826,822.254,0.492,NA,NA,NA
2422,NA,NA,NA,NA,0.491,NA,NA,NA
2423,-27.517,9.893,12.062,803.334,0.49,NA,NA,NA
2424,NA,NA,NA,NA,0.489,NA,NA,NA
2424,-27.228,9.787,10.363,793.085,0.488,NA,NA,NA
2425,NA,NA,NA,NA,0.487,NA,NA,NA
2426,-27.231,9.604,8.876,789.537,0.486,NA,NA,NA
2427,NA,NA,NA,NA,0.485,NA,NA,NA
2428,-27.594,10.43,10.379,792.033,0.484,NA,NA,NA
2429,NA,NA,NA,NA,0.483,NA,NA,NA
2430,-27.399,9.845,8.909,798.731,0.482,NA,NA,NA
2431,NA,NA,NA,NA,0.49,NA,NA,NA
2432,-26.997,9.747,8.655,802.672,0.481,NA,NA,NA
2433,NA,NA,NA,NA,0.465,NA,NA,NA
2434,-26.911,10.342,9.059,794.922,0.463,NA,NA,NA
2435,NA,NA,NA,NA,0.457,NA,NA,NA
2436,NA,NA,13.158,777.059,0.448,96.513,NA,NA
2438,NA,NA,NA,NA,0.442,NA,NA,NA
2439,-27.547,10.017,10.948,764.048,0.437,NA,NA,NA
2440,NA,NA,NA,NA,0.429,NA,NA,NA
2441,-27.423,10.035,11.046,762.602,0.422,NA,NA,NA
2442,NA,NA,NA,NA,0.417,NA,NA,NA
2443,-27.419,9.497,9.527,771.406,0.41,NA,NA,NA
2445,NA,NA,NA,NA,0.403,NA,NA,NA
2446,-27.725,9.688,9.759,786.253,0.483,NA,NA,NA
2447,NA,NA,NA,NA,0.402,NA,NA,NA
2448,-27.335,9.718,10.467,802.02,0.394,NA,NA,NA
2449,NA,NA,NA,NA,0.386,NA,NA,NA
2451,-27.11,9.976,10.932,817.13,0.376,NA,NA,NA
2452,NA,NA,NA,NA,0.368,NA,NA,NA
2453,-26.671,9.919,9.311,829.218,0.358,NA,NA,NA
2455,NA,NA,NA,NA,0.351,NA,NA,NA
2456,-27.041,10.101,11.466,834.211,0.269,NA,NA,NA
2458,NA,NA,NA,NA,0.356,NA,NA,NA
2459,-27.041,10.073,8.734,834.474,0.356,NA,NA,NA
2461,NA,NA,NA,NA,0.357,NA,NA,NA
2462,NA,NA,9.537,833.948,0.356,53.229,NA,NA
2464,NA,NA,NA,NA,0.351,NA,NA,NA
2465,-27.045,9.432,10.1,834.211,0.344,NA,NA,NA
2467,NA,NA,NA,NA,0.334,NA,NA,NA
2468,-26.689,9.818,9.704,834.605,0.327,NA,NA,NA
2470,NA,NA,NA,NA,0.322,NA,NA,NA
2471,-27.091,9.848,9.046,833.817,0.315,NA,NA,NA
2473,NA,NA,NA,NA,0.312,NA,NA,NA
2474,-26.806,9.991,9.733,832.766,0.322,NA,NA,NA
2476,NA,NA,NA,NA,0.309,NA,NA,NA
2477,-26.956,9.973,9.752,830.269,0.308,NA,NA,NA
2479,NA,NA,NA,NA,0.306,NA,NA,NA
2481,-27.27,10.081,12.31,826.472,0.296,NA,NA,NA
2482,NA,NA,NA,NA,0.292,NA,NA,NA
2484,-27.151,10.717,9.206,824.106,0.295,NA,NA,NA
2486,NA,NA,NA,NA,0.294,NA,NA,NA
2488,-27.641,11.852,13.144,826.209,0.291,NA,NA,NA
2489,NA,NA,NA,NA,0.284,NA,NA,NA
2491,-27.368,9.833,8.506,835.672,0.279,NA,NA,NA
2493,NA,NA,NA,NA,0.275,NA,NA,NA
2495,NA,NA,8.933,852.365,0.273,62.426,NA,NA
2496,NA,NA,NA,NA,0.267,NA,NA,NA
2498,-27.217,10.032,9.41,871.554,0.267,NA,NA,NA
2500,NA,NA,NA,NA,0.263,NA,NA,NA
2502,-27.175,9.661,8.034,886.801,0.26,NA,NA,NA
2504,NA,NA,NA,NA,0.256,NA,NA,NA
2506,-27.388,10.909,8.713,896.002,0.254,NA,NA,NA
2508,NA,NA,NA,NA,0.251,NA,NA,NA
2510,NA,NA,7.981,899.813,0.248,52.348,NA,NA
2512,NA,NA,NA,NA,0.246,NA,NA,NA
2514,-26.832,10.501,8.506,895.476,0.243,NA,NA,NA
2516,NA,NA,NA,NA,0.242,NA,NA,NA
2518,NA,NA,8.934,881.544,0.239,44.975,NA,NA
2520,NA,NA,NA,NA,0.236,NA,NA,NA
2522,-27.472,9.813,10.409,863.405,0.234,NA,NA,NA
2524,NA,NA,NA,NA,0.232,NA,NA,NA
2527,NA,NA,10.468,852.102,0.23,56.439,NA,NA
2529,NA,NA,NA,NA,0.229,NA,NA,NA
2531,-27.661,9.719,8.604,850.787,0.226,NA,NA,NA
2533,NA,NA,NA,NA,0.224,NA,NA,NA
2535,-27.514,9.572,9.019,855.651,0.222,62.211,NA,NA
2538,NA,NA,NA,NA,0.221,NA,NA,NA
2540,NA,NA,9.667,864.72,0.219,NA,NA,NA
2542,NA,NA,NA,NA,0.217,NA,NA,NA
2545,NA,NA,8.469,870.109,0.216,56.833,NA,NA
2547,NA,NA,NA,NA,0.214,NA,NA,NA
2549,-27.195,9.899,9.573,866.428,0.213,NA,NA,NA
2552,NA,NA,NA,NA,0.212,NA,NA,NA
2554,NA,NA,8.104,858.674,0.211,61.229,NA,NA
2556,NA,NA,NA,NA,0.21,NA,NA,NA
2559,-27.442,9.483,8.696,853.548,0.209,NA,NA,NA
2561,NA,NA,NA,NA,0.208,NA,NA,NA
2563,NA,NA,10.237,849.473,0.207,48.255,NA,NA
2566,NA,NA,NA,NA,0.206,NA,NA,NA
2568,-26.918,10.399,12.721,847.633,0.205,NA,NA,NA
2571,NA,NA,NA,NA,0.204,NA,NA,NA
2573,NA,NA,10.717,850.919,0.202,64.309,NA,NA
2576,NA,NA,NA,NA,0.202,NA,NA,NA
2578,-27.323,9.991,8.065,858.148,0.201,NA,NA,NA
2581,NA,NA,NA,NA,0.201,NA,NA,NA
2583,NA,NA,8.491,863.011,0.202,83.793,NA,NA
2586,NA,NA,NA,NA,0.202,NA,NA,NA
2588,-27.565,10.459,7.938,863.668,0.201,NA,NA,NA
2591,NA,NA,NA,NA,0.201,NA,NA,NA
2593,NA,NA,8.242,866.034,0.2,51.187,NA,NA
2596,NA,NA,NA,NA,0.173,NA,NA,NA
2598,-27.107,9.212,7.42,870.109,0.196,NA,NA,NA
2601,NA,NA,NA,NA,0.196,NA,NA,NA
2603,NA,NA,7.102,875.629,0.197,59.339,NA,NA
2606,NA,NA,NA,NA,0.198,NA,NA,NA
2609,-27.121,9.141,8.034,880.623,0.198,NA,NA,NA
2611,NA,NA,NA,NA,0.198,NA,NA,NA
2614,NA,NA,7.953,885.092,0.198,53.157,NA,NA
2616,NA,NA,NA,NA,0.197,NA,NA,NA
2619,-27.378,9.636,6.958,886.538,0.197,NA,NA,NA
2621,NA,NA,NA,NA,0.196,NA,NA,NA
2624,NA,NA,8.432,882.858,0.197,60.562,NA,NA
2626,NA,NA,NA,NA,0.198,NA,NA,NA
2629,NA,NA,7.385,876.286,0.2,50.892,NA,NA
2631,NA,NA,NA,NA,0.201,NA,NA,NA
2634,-27.267,10.478,8.171,867.48,0.202,54.632,NA,NA
2636,NA,NA,NA,NA,0.223,NA,NA,NA
2639,NA,NA,8.44,854.468,0.206,NA,NA,NA
2641,NA,NA,NA,NA,0.206,NA,NA,NA
2643,NA,NA,8.24,834.884,0.205,56.755,NA,NA
2646,NA,NA,NA,NA,0.205,NA,NA,NA
2648,-27.302,9.512,9.819,820.557,0.205,NA,NA,NA
2651,NA,NA,NA,NA,0.205,NA,NA,NA
2653,NA,NA,9.708,817.271,0.205,62.113,NA,NA
2656,NA,NA,NA,NA,0.204,NA,NA,NA
2658,-27.261,9.528,8.85,828.575,0.204,NA,NA,NA
2660,NA,NA,NA,NA,0.204,NA,NA,NA
2663,NA,NA,7.063,846.45,0.203,55.378,NA,NA
2665,NA,NA,NA,NA,0.202,NA,NA,NA
2668,-27.253,9.038,5.756,863.668,0.2,NA,NA,NA
2670,NA,NA,NA,NA,0.198,NA,NA,NA
2673,NA,NA,7.23,876.549,0.197,58.881,NA,NA
2675,NA,NA,NA,NA,0.197,NA,NA,NA
2678,-27.123,8.828,7.815,887.852,0.196,NA,NA,NA
2681,NA,NA,NA,NA,0.193,NA,NA,NA
2683,NA,NA,8.225,897.053,0.19,63.059,NA,NA
2686,NA,NA,NA,NA,0.188,NA,NA,NA
2688,-26.989,8.825,7.393,903.099,0.185,NA,NA,NA
2691,NA,NA,NA,NA,0.183,NA,NA,NA
2694,NA,NA,7.841,903.888,0.181,70.975,NA,NA
2697,NA,NA,NA,NA,0.178,NA,NA,NA
2699,-26.429,10.603,8.967,896.527,0.176,NA,NA,NA
2702,NA,NA,NA,NA,0.173,NA,NA,NA
2705,NA,NA,9.772,874.709,0.17,52.683,NA,NA
2708,NA,NA,NA,NA,0.175,NA,NA,NA
2711,-27.075,9.207,8.95,844.347,0.167,NA,NA,NA
2714,NA,NA,NA,NA,0.165,69.47,NA,NA
2717,NA,NA,9.56,812.539,0.162,NA,NA,NA
2720,NA,NA,NA,NA,0.159,NA,NA,NA
2723,-27.343,8.962,9.654,790.195,0.156,57.862,NA,NA
2726,NA,NA,NA,NA,0.153,NA,NA,NA
2730,NA,NA,8.106,775.869,0.15,NA,NA,NA
2733,NA,NA,NA,NA,0.147,NA,NA,NA
2736,-27.183,8.717,2.983,776.789,0.144,NA,NA,NA
2740,NA,NA,NA,NA,0.121,NA,NA,NA
2744,-26.961,8.852,8.93,796.636,0.139,46.421,NA,NA
2748,NA,NA,NA,NA,0.136,NA,NA,NA
2751,NA,NA,8.932,822.134,0.134,NA,NA,NA
2755,NA,NA,NA,NA,0.146,NA,NA,NA
2758,-27.279,8.657,7.92,844.61,0.124,NA,NA,NA
2763,NA,NA,NA,NA,0.12,NA,NA,NA
2767,NA,NA,7.471,858.542,0.116,51.614,NA,NA
2771,NA,NA,NA,NA,0.113,NA,NA,NA
2775,-27.027,9.199,9.044,864.457,0.11,NA,NA,NA
2780,NA,NA,NA,NA,0.108,NA,NA,NA
2785,NA,NA,8.93,867.086,0.106,66.839,NA,NA
2789,NA,NA,NA,NA,0.105,NA,NA,NA
2794,-26.894,9.501,7.912,873.132,0.103,NA,NA,NA
2799,NA,NA,NA,NA,0.102,NA,NA,NA
2804,NA,NA,9.326,882.858,0.102,52.936,NA,NA
2809,NA,NA,NA,NA,0.101,NA,NA,NA
2814,-27.192,9.934,9.25,896.659,0.1,NA,NA,NA
2819,NA,NA,NA,NA,0.099,NA,NA,NA
2824,NA,NA,8.615,911.905,0.099,54.224,NA,NA
2829,NA,NA,NA,NA,0.099,NA,NA,NA
2834,NA,NA,8.264,924.26,0.101,49.533,NA,NA
2839,NA,NA,NA,NA,0.099,NA,NA,NA
2844,-26.679,9.4,8.219,922.815,0.099,NA,NA,NA
2849,NA,NA,NA,NA,0.099,NA,NA,NA
2854,-26.509,8.93,7.172,907.305,0.101,NA,NA,NA
2859,NA,NA,NA,NA,0.102,NA,NA,NA
2864,NA,NA,7.579,884.567,0.103,45.299,NA,NA
2869,NA,NA,NA,NA,0.104,NA,NA,NA
2874,-26.705,10.176,12.298,861.959,0.106,NA,NA,NA
2878,NA,NA,NA,NA,0.107,NA,NA,NA
2883,NA,NA,9.623,839.221,0.11,56.906,NA,NA
2888,NA,NA,NA,NA,0.112,NA,NA,NA
2892,-26.863,9.613,9.861,818.454,0.114,NA,NA,NA
2896,NA,NA,NA,NA,0.118,NA,NA,NA
2901,NA,NA,9.926,795.058,0.121,60.121,NA,NA
2905,NA,NA,NA,NA,0.125,NA,NA,NA
2909,-27.492,9.341,9.063,771.926,0.129,NA,NA,NA
2913,NA,NA,NA,NA,0.135,NA,NA,NA
2916,NA,NA,9.407,741.17,0.138,53.472,NA,NA
2920,NA,NA,NA,NA,0.147,NA,NA,NA
2923,-26.998,10.145,7.814,700.819,0.154,51.746,NA,NA
2927,NA,NA,NA,NA,0.161,NA,NA,NA
2930,NA,NA,9.548,640.32,0.168,NA,NA,NA
2933,NA,NA,NA,NA,0.176,NA,NA,NA
2936,-27.182,9.508,10.347,549.656,0.185,NA,NA,NA
2938,NA,NA,NA,NA,0.193,NA,NA,NA
2941,-27.497,10.201,12.352,NA,0.202,NA,NA,NA
2943,NA,NA,NA,NA,0.212,NA,NA,NA
2946,NA,NA,NA,NA,0.213,NA,NA,NA
2948,NA,NA,NA,NA,0.215,NA,NA,NA
2950,NA,NA,NA,NA,0.217,NA,NA,NA
2952,NA,NA,NA,NA,0.219,NA,NA,NA
2954,NA,NA,NA,NA,0.221,NA,NA,NA
2956,NA,NA,NA,NA,0.223,NA,NA,NA
2958,NA,NA,NA,NA,0.225,NA,NA,NA
2959,NA,NA,NA,NA,0.227,NA,NA,NA
2961,NA,NA,NA,NA,0.229,NA,NA,NA
2963,NA,NA,NA,NA,0.231,NA,NA,NA
2964,NA,NA,NA,NA,0.233,NA,NA,NA
2965,NA,NA,NA,NA,0.235,NA,NA,NA
2967,NA,NA,NA,NA,0.237,72.8,NA,NA
2968,NA,NA,NA,NA,0.239,NA,NA,NA
2969,NA,NA,NA,NA,0.241,NA,NA,NA
2971,NA,NA,NA,NA,0.243,NA,NA,NA
2972,NA,NA,NA,NA,0.245,NA,NA,NA
2973,NA,NA,NA,NA,0.247,NA,NA,NA
2974,NA,NA,NA,NA,0.249,NA,NA,NA
2975,NA,NA,NA,NA,0.251,NA,NA,NA
2976,NA,NA,13.87,NA,0.253,NA,NA,NA
2978,NA,NA,NA,NA,0.255,NA,NA,NA
2979,-27.07,9.282,9.303,547.319,0.257,NA,NA,NA
2980,NA,NA,NA,NA,0.255,NA,NA,NA
2981,NA,NA,9.496,631.314,0.253,56.525,NA,NA
2982,NA,NA,NA,NA,0.251,NA,NA,NA
2983,-26.855,8.853,8.693,680.446,0.249,NA,NA,NA
2984,NA,NA,NA,NA,0.247,NA,NA,NA
2985,NA,NA,11.108,701.344,0.245,40.835,NA,NA
2987,NA,NA,NA,NA,0.243,NA,NA,NA
2988,-26.464,9.109,10.262,700.819,0.241,NA,NA,NA
2989,NA,NA,NA,NA,0.239,NA,NA,NA
2990,NA,NA,12.531,689.646,0.237,62.618,NA,NA
