year (AD),d18O (permil),thickness (mwe),dust (permil),F (ppb),Cl (ppb),sulfate (ppb),nitrate (ppb),Na (ppb),ammonium (ppb),K (ppb),Mg (ppb),Ca (ppb)
531,-18.21,NA,33660,0,9.82,1.42,0,0,27.73,0,0,0
530,-18.01,NA,19820,0,8.05,1.64,6.1,0,35.435,0,0,0
529,-16.565,NA,20670,0,7.53,1.46,3.55,0,25.425,0,0,0
528,-17.03,NA,12480,0,9.26,1.89,6.32,0,28.15,0,0,0
527,-17.47,NA,12980,0,8.16,1.43,6.2,0,23.59,0,0,0
526,-17.75,NA,25000,0,17.88,1.8,13.77,0,44.01,0,0,0
525,-17.535,NA,31780,0,18.225,1.815,9.65,0,34.495,2.96,0,0
524,-16.49,NA,26420,0,12.56,1.6,4.4,0,28.54,0,0,0
523,-17.225,NA,31220,0,8.805,1.405,0,0,24.48,0,0,0
522,-18.8,NA,26020,0,9.29,1.83,0,0,30.06,0,0,0
521,-19.32,NA,28300,0,9.155,2.105,0,0,19.095,0,0,0
520,-19.04,NA,26460,0,8.47,1.52,0,0,26.71,0,0,0
519,-18.34,NA,23500,0,8.41,1.65,0,0,13.47,0,0,0
518,-17.135,NA,30260,0,10.175,1.735,0,0,34.875,0,0,0
517,-16.85,NA,20560,0,10.46,1.27,0,0,26.45,0,0,0
516,-17.125,NA,20230,0,9.81,1.885,2.35,0,27.99,0,0,0
515,-17.51,NA,21000,0,6.03,1.25,0,0,0,0,0,0
514,-17.83,NA,23460,0,6.18,1.45,0,0,0,0,0,0
513,-18.475,NA,21350,0,5.71,1.65,0,0,0,0,0,0
512,-18.75,NA,16620,0,6.48,1.66,0,0,0,0,0,0
511,-18.805,NA,17400,0,7.58,0.535,0,0,10.655,0,0,0
510,-18.385,NA,19110,0,9.465,0,2.275,0,24.02,0,0,0
509,-18.495,NA,16390,0,8.67,0,13.955,0,27.2,0,0,0
508,-18,NA,23870,0,6.025,0,4.815,0,23.225,0,0,0
507,-17.57,NA,17170,0,6.125,0,0,0,22.42,0,0,0
506,-17.79,NA,17390,0,8.215,1.3,10.545,0,25.115,0,0,0
505,-18.11,NA,21190,0,6.775,0,4.125,0,20,0,0,0
504,-18.87,NA,35560,0,13.215,1.295,20.945,0,32.08,0,0.355,0
503,-18.95,NA,18200,0,18.605,1.35,35.71,0,39.81,0,0.4,0
502,-18.24,NA,19700,0,6.87,0.665,0,0,18.465,0,0,0
501,-17.825,NA,24210,0,8.87,0,3.295,0,26.775,0,0,0
500,-18.06,NA,22340,0,10.065,0.79,12.365,0,32.455,0,0,0
499,-18.285,NA,22110,0,7.725,0,4.46,0,59.85,0,0,0
498,-18.105,NA,25210,0,38.245,0.5,37.79,0,35.61,0,0,0
497,-17.99,NA,22060,0,13.08,0.585,19.51,0,29.525,0,0.615,0.665
496,-17.33,NA,18980,0,7.365,0,13.23,0,25.88,0,0,0
495,-16.72,NA,18410,0,10.355,0,0,0,34.895,0,0,0
494,-16.65,NA,16100,0,10.735,0,0,0,27.95,0,0,0
493,-17.23,NA,22820,0,8.035,0,0,0,28.005,0,0,0
492,-17.73,NA,20920,0,7.515,0.5,0,0,29.725,0,0,0
491,-17.55,NA,20730,0,8.575,0,0,0,34.625,0,0,0
490,-17.14,NA,23600,0,8.64,0,0,0,32.925,0,0,0
489,-16.88,NA,22010,0,9.725,0,0,0,33.385,0,0,0
488,-17.24,NA,37080,0,11.51,0,0,0,32.22,0,0,0
487,-18.57,NA,27840,0,17.44,0,4.545,0,38.61,0,0,0
486,-17.47,NA,27460,0,18.39,0,7.41,0,43.06,0,0.38,0
485,-16.48,NA,31840,0,16.64,0,7.01,0,41.29,0,0.28,0
484,-16.465,NA,15630,0,16.29,0,5.925,0,39.125,0,0.225,0
483,-16.76,NA,32480,0,7.83,0,0,0,24.27,0,0,0
482,-17.175,NA,25250,0,9.965,0,0,0,29.67,0,0,0
481,-17.75,NA,16420,0,8.46,0,0,0,29.69,0,0,0
480,-17.685,NA,26220,0,7.56,0,0,0,24.85,0,0,0
479,-17.89,NA,30360,0,8.19,0,0,0,25.28,0,0,0
478,-18.4,NA,33860,0,9,0,0,0,28.61,0,0,0
477,-18.625,NA,36440,0,7.27,0,0,0,21.5,0,0,0
476,-18.88,NA,41680,0,7.67,0,0,0,22.06,0,0,0
475,-19.045,NA,37080,0,7.42,0,0,0,24.055,0,0,0
474,-18.56,NA,48120,0,7.58,0,0,0,21.8,0,0,0
473,-17.44,NA,23000,0,13.37,0,2.005,0,35.675,0,0,0
472,-17.35,NA,24760,0,7.73,0,0,0,23.15,0,-0.01,0
471,-17.65,NA,34780,0,11.54,0,0,0,30.81,0,0,0
470,-18.32,NA,27840,0,11.22,0,0,0,28.115,0,0,0
469,-18.31,NA,31440,0,9.02,0,0,0,26.19,0,0,0
468,-17.36,NA,30170,0,9.77,0,0,0,28.875,0,0,0
467,-16.09,NA,27420,0,12.02,0,0,0,32.95,0,0,0
466,-16,NA,33440,0,11.9,0,0,0,33.96,0,0,0
465,-17.165,NA,32560,0,14.135,0,0,0,32.495,0,-0.015,0
464,-17.68,NA,41800,0,16.23,0,0,0,37.53,0,-0.04,0
463,-17.39,NA,28840,0,16.69,0,0,0,39.77,0,0,0
462,-17.76,NA,25800,0,13.45,0,0,0,31.23,0,0,0
461,-18.12,NA,35960,0,14.04,0,3.01,0,38.54,0,0,0
460,-18.36,NA,26160,0,11.7,0,5.64,0,38.8,0,0,0
459,-18.045,NA,33160,0,7.27,0,0,0,21.5,0,0,0
458,-17.89,NA,27320,0,7.67,0,0,0,22.06,0,0,0
457,-17.89,NA,32300,0,7.47,0,0,0,23.05,0,0,0
456,-17.85,NA,21810,0,7.475,0,0,0,23.43,0,0,0
455,-18.19,NA,19880,0,8.97,0,0,0,28.78,0,0,0
454,-19.045,NA,19740,0,12.75,0,2.005,0,32.86,0,0,0
453,-18.69,NA,29520,0,11.54,0,0,0,30.81,0,0,0
452,-18.07,NA,30580,0,10.53,0,0,0,26.44,0,0,0
451,-18.335,NA,25840,0,10.465,0,0,0,27.99,0,0,0
450,-18.62,NA,22500,0,9.02,0,0,0,28.24,0,0,0
449,-18.35,NA,23580,0,10.52,0,0,0,29.51,0,0,0
448,-18.015,NA,21600,0,11.96,0,0,0,33.455,0,0,0
447,-18.44,NA,12020,0,12.98,0,0,0,31.44,0,0,0
446,-18.28,NA,27240,0,15.29,0,0,0,33.55,0,0,0
445,-17.945,NA,29280,0,17.185,0,0,0,39.785,0,0,0
444,-17.26,NA,22820,0,15.24,0,0,0,37.5,0,0,0
443,-17.325,NA,29170,0,13.745,0,1.505,0,34.885,0,0,0
442,-17.62,NA,18500,0,11.7,0,5.64,0,38.8,0,0,0
441,-17.96,NA,40220,0,20.84,0,7.61,0,50.26,0,0,0
440,-18.36,NA,36770,0,14.015,0,2.94,0,36.65,0,0,0
439,-18.46,NA,27980,0,11.63,0,0,0,30.56,0,0,0
438,-18.81,NA,37020,0,15.1,0,0,0,37.39,0,0,0
437,-18.06,NA,33120,0,18.83,0,0,0,44.42,0,0.31,0
436,-17.82,NA,53540,0,10.33,0,0,0,36.57,0,0,0
435,-17.09,NA,31700,0,11.26,0,0,0,30.95,0,0,0
434,-18.085,NA,27280,0.255,18.395,0,0,0,38.18,0,0,0
433,-17.955,NA,35560,0,10.77,0,0,0,27.86,0,0,0
432,-18.04,NA,38060,0,9.83,0,0,0,25.3,0,0,0
431,-17.69,NA,26760,0,10.36,0,0,0,32.37,0,0,0
430,-17.63,NA,38140,0,11.145,0,0,0,32.26,0,0,0
429,-18.24,NA,46160,0,8.41,0,3.26,0,32.21,0,0,0
428,-18.51,NA,32880,0,12.46,0,8.36,0,38.8,0,0,0
427,-18.44,NA,27220,0.59,13.22,0,7.58,0,43.04,0,0,0
426,-17.635,NA,41260,0,14.44,0,4.33,0,38.95,0,0.165,0
425,-17.89,NA,27280,0,9.3,0,0,0,34.81,0,0,0
424,-18.07,NA,32520,0,10.53,0,0,0,25.18,0,0.27,0
423,-17.265,NA,31510,0,8.14,0,1.77,0,34.165,0,0,0
422,-16.98,NA,16420,0,14.14,0,11.33,0,43.67,0,0,0
421,-17.19,NA,26080,0,6.31,0,0,0,22.36,0,0,0
420,-17.14,NA,20900,0,7.49,0,0,0,26.65,0,0,0
419,-17.36,NA,30220,0,7.25,0,0,0,26.98,0,0,0
418,-17.36,NA,30220,0,7.25,0,0,0,26.98,0,0,0
417,-17.36,NA,30220,0,7.25,0,0,0,26.98,0,0,0
416,-17.36,NA,30220,0,7.25,0,0,0,26.98,0,0,0
415,-17.78,NA,28780,0,9.25,0,0,0,35.73,0,0.31,0
414,-17.78,NA,28780,0,9.25,0,0,0,35.73,0,0.31,0
413,-17.78,NA,28780,0,9.25,0,0,0,35.73,0,0.31,0
412,-17.78,NA,28780,0,9.25,0,0,0,35.73,0,0.31,0
411,-17.78,NA,28780,0,9.25,0,0,0,35.73,0,0.31,0
410,-17.04,NA,25140,0,8.55,0,3.58,0,30.23,0,0,0
409,-17.04,NA,25140,0,8.55,0,3.58,0,30.23,0,0,0
408,-17.04,NA,25140,0,8.55,0,3.58,0,30.23,0,0,0
407,-17.04,NA,25140,0,8.55,0,3.58,0,30.23,0,0,0
406,-16.78,NA,37120,0,11.41,0,0,0,34.84,0,0.25,0
405,-16.99,NA,26900,0,7.645,0,0,0,29.69,0,0,0
404,-17.37,NA,22060,0,10.08,0,3.12,0,44.17,0,0.37,0
403,-17.11,NA,24360,0,7.65,0,0,0,42.15,0,0.34,0
402,-17.31,NA,28940,0,8.295,0,0,0,26.57,0,0,0
401,-18.06,NA,27380,0,7.76,0,0,0,33.36,0,0,0
400,-17.66,NA,20340,0,7.155,0,0,0,29.53,0,0.135,0
399,-17.32,NA,35980,0,8.3,0,0,0,32.21,0,0.26,0
398,-17.44,NA,24100,0,6.91,0,0,0,25.77,0,0,0
397,-17.86,NA,15720,0,6.71,0,0,0,24.14,0,0,0
396,-18.235,NA,29300,0,8.5,0,0,0,26.84,0,0.18,0
395,-17.65,NA,49780,0,9.06,0,0,0,31.81,0,0.41,0
394,-17.41,NA,43480,0,8.53,0,0,0,27.08,0,0,0
393,-17.495,NA,41400,0,7.48,0,5.755,0,30.82,0,0.15,0
392,-16.78,NA,47040,0,6.69,0,8.02,0,33.5,0,0,0
391,-16.6,NA,23800,0,10.79,0,9,0,30.72,0,0,0
390,-16.515,NA,26730,0,10.235,0,4.75,0,33.73,0,0,0
389,-17.08,NA,25440,0,8.99,0,0,0,22.6,0,0,0
388,-17.87,NA,21480,0,8.13,0,0,0,19.93,0,0,0
387,-18.815,NA,19950,0,10.335,0,0,0,29.295,0,0,0
386,-17.86,NA,29720,0,9.26,0,0,0,24.59,0,0.39,0
385,-17.21,NA,42640,0,9.93,0,0,0,35.62,0,0,0
384,-17.68,NA,29340,0,10.81,0,0,0,28.51,0,0,0
383,-17.445,NA,38590,0,9.075,0,0,0,18.395,0,0,0
382,-16.92,NA,19260,0,9.42,0,0,0,28.45,0,0,0
381,-16.66,NA,24100,0,11.35,0,4.51,0,23.55,0,0,0
380,-16.86,NA,34300,0,9.745,0,10.155,0,62.645,0,0,0
379,-17.36,NA,17540,0,7.76,0,25.33,0,35.68,0,0,0
378,-17.52,NA,26600,0,18.1,0,46.31,0,26.3,0,0,0
377,-17.88,NA,29440,0,20.565,0,28.39,0,26.91,0,0,0
376,-17.49,NA,20460,0,10.69,0,4.56,0,38.22,0,0,0
375,-17.48,NA,26680,0,9.17,0,0,0,0,0,0,0
374,-18.085,NA,22840,0,8.845,0,0,0,20.67,0,0,0
373,-18.84,NA,28760,0,10.76,0,4.08,0,26.61,0,0,0
372,-18.69,NA,20820,0,8.86,0,0,0,25.18,0,0,0
371,-18.24,NA,36820,0,8.86,0,3.48,0,25.58,0,0,0
370,-17.79,NA,20240,0,11.665,0,6.735,0,30.135,0,0.125,0
369,-17.72,NA,16480,0,15.53,0,19.88,0,43.26,0,0,0
368,-17.83,NA,17300,0,11.26,0,16.41,0,36.88,0,0,0
367,-17.185,NA,16850,0,7.88,0,7.24,0,28.3,0,0,0
366,-16.96,NA,26680,0,5.36,0,2.86,0,24.32,0,0,0
365,-16.98,NA,15100,0,5.85,0,0,0,20.74,0,0,0
364,-17.08,NA,20700,0,5.37,0,0,0,15.24,0,0,0
363,-17.51,NA,16020,0,7.6,0,2.83,0,28.525,0,0,0
362,-17.78,NA,32600,0,8.23,0,8.5,0,33.65,0,0.32,0
361,-17.67,NA,24200,0,8.69,0,8.5,0,36.15,0,0,0
360,-17.62,NA,36870,0,6.735,0,3.855,0,24.84,0,0,0
359,-17.74,NA,19440,0,7.88,0,4.13,0,29.7,0,0,0
358,-17.47,NA,22000,0,10.52,0,5.89,0,35.81,0,0,0
357,-17.745,NA,26300,0,8.095,0,0,0,24.225,0,0,0
356,-18.17,NA,39320,0,9.6,0,0,0,25.2,0,0,0
355,-18.49,NA,26300,0,9.83,0,0,0,28.21,0,0,0
354,-18.59,NA,40940,0,8.88,0,0,0,23.73,0,0,0
353,-18.315,NA,31010,0,10.89,0,6.31,0,31.085,0,0.34,0
352,-18.4,NA,25640,0,23.89,10.35,10.06,0,8.52,0,0,0
351,-18.35,NA,35800,0,28.4,18.47,18.83,0,0,0,0,0
350,-17.77,NA,27880,0,26.91,27.02,18.52,0,0,0,0,0
349,-17.19,NA,48900,0,34.86,30.37,18.67,68.48,21.22,12.02,1.68,5.06
348,-16.96,NA,23700,0,27.44,20.76,13.54,55.74,29.1,9.56,0.68,3.05
347,-16.97,NA,37000,0,34.38,27.07,16.69,65.6,20.62,12.33,0.58,5.77
346,-17.235,NA,33330,0,42.255,28.86,16.78,69.055,27.865,16.25,0.885,4.605
345,-17.69,NA,32460,0,19.61,12.9,7.43,37.74,29.38,9.67,0.74,2
344,-17.75,NA,80880,0,13.1,9.24,5.53,31.72,23.33,12.55,0.32,3.39
343,-17.5,NA,218980,0,22.35,14.69,8.73,43.67,25.74,10.35,0.27,2.28
342,-17.19,NA,48860,0,22.35,13.04,8.58,36.5,27.14,9.28,0.33,2.54
341,-17.44,NA,21120,0,7.47,6.1,5,12.98,28.09,0,0.37,0
340,-17.45,NA,29620,0,7.12,3.09,2.84,8.05,26.4,0,0.27,0
339,-17.83,NA,28200,0,8.25,2.75,3.01,5.49,31.42,0,0,0
338,-17.79,NA,33320,0,10.21,2.07,2.93,0,32.87,0,0,0
337,-17,NA,28420,0,16.14,2.94,3.37,9.57,30.34,3.27,0,0
336,-16.37,NA,24460,0,7.52,0,2.87,0,23.09,0,0,0
335,-16.13,NA,46300,0,9.52,0,4.99,0,31.05,0,0,0
334,-16.84,NA,15090,0,8.725,0,2,0,32.955,0,0,0
333,-17.89,NA,14860,0,5.04,0,0,0,25.59,0,0.41,0
332,-18.14,NA,14260,0,5.25,0,0,0,25.08,0,0,0
331,-17.91,NA,18720,0,7.27,0,3.82,0,33.22,0,0,0
330,-17.4,NA,21580,0,7.84,0,0,0,23.32,0,0,0
329,-17.21,NA,22060,0,10.8,0,0,0,25.11,0,0,0
328,-17.47,NA,32340,0,14.18,0,0,0,31.51,0,0,0
327,-17.97,NA,33680,0,14.57,0,0,0,32.16,0,0,0
326,-18.5,NA,27940,0,13.1,0,0,0,34.21,0,0,0
325,-18.58,NA,15200,0,12.53,0,0,0,29.08,0,0,0
324,-17.8,NA,45720,0,12.56,0,3.75,0,30.81,0,0.46,1.95
323,-17.31,NA,31420,0,17.665,0,2.365,0,38.26,0,0,0
322,-18.53,NA,19420,0,13.78,0,0,0,32.82,0,0,0
321,-18.99,NA,58000,0,10.56,0,0,0,28.64,0,0,0
320,-18.66,NA,20940,0,12.05,0,0,0,31.63,0,0,0
319,-17.9,NA,44380,0,11.35,0,6.54,0,33.34,0,0,0
318,-17.41,NA,20820,0,12.58,0,12.89,0,42.93,0,0,0
317,-17.01,NA,22420,0,5.21,0,0,0,21.58,0,0,0
316,-16.65,NA,27820,0,7.69,0,0,0,28.37,0,0,0
315,-16.5,NA,31520,0,7,0,0,0,24.45,0,0,0
314,-17.06,NA,36480,0,6.83,0,0,0,27.09,0,0,0
313,-17.72,NA,29300,0,7.78,0,0,0,22.49,0,0,0
312,-18,NA,36220,0,9.15,0,0,0,35.08,0,0,0
311,-17.365,NA,26400,0,9.325,0,0,0,28.12,0,0,0
310,-17.18,NA,22680,0,10.71,0,0,0,32.14,0,0,0
309,-17.23,NA,38640,0,11.65,0,0,0,35.83,0,0,0
308,-17.11,NA,53040,0,13.46,0,2.81,0,40.15,0,0,0
307,-17.55,NA,47940,0,9,0,4.73,0,23.27,0,0,0
306,-17.99,NA,40680,0,10.2,0,9.49,0,30.2,0,0.27,0
305,-18.11,NA,28900,0,11.32,0,10.3,0,30.99,0,0,0
304,-17.97,NA,42440,0,15.73,0,9.13,0,36.34,0,0,0
303,-17.64,NA,20220,0,8.59,0,3.47,0,25.1,0,0,0
302,-17.32,NA,23440,0,9.19,0,4.09,0,26.66,0,0,0
301,-17.3,NA,32100,0,5.71,0,5.09,0,29.75,0,0.3,0
300,-17.41,NA,62320,0,12.34,0,25.78,0,48.69,0,0.54,0
299,-17.69,NA,18720,0,6.13,0,10.54,0,29.94,0,0,0
298,-17.915,NA,19850,0,8.415,0,6.525,0,33.145,0,0.275,0
297,-17.48,NA,28740,0,5.68,0,2.68,0,24.2,0,0,0
296,-17.58,NA,32640,0,4.91,0,0,0,19.46,0,0,0
295,-18,NA,42000,0,6.23,0,0,0,22.95,0,0,0
294,-18.45,NA,22120,0,6.52,0,0,0,25.76,0,0,0
293,-18.54,NA,17600,0,6.4,0,0,0,25.61,0,0,0
292,-18.36,NA,25620,0,6.08,0,2.5,0,23.46,0,0,0
291,-17.84,NA,19380,0,7.08,0,3.03,0,26.52,0,0.34,0
290,-16.925,NA,22490,0,10.13,0,6.05,0,38.615,0,0.18,0
289,-16.51,NA,18880,0,9.44,0,5.29,0,38.42,0,0.26,0
288,-16.43,NA,23880,0,7.63,0,2.91,0,17.24,0,0,0
287,-16.56,NA,22760,0,6.16,0,3.58,0,22.38,0,0,0
286,-16.62,NA,25100,0,7.07,0,7.08,0,30.67,0,0,0
285,-16.055,NA,28430,0,6.515,0,13.15,0,32.025,0,0.255,0.645
284,-15.9,NA,18120,0,7.19,0,5.29,0,30.61,0,0,0
283,-16.5,NA,21280,0,7.87,0,4.54,0,37.12,0,0,0
282,-17.25,NA,29480,0,7,0,3.18,0,25.6,0,0,0
281,-17.68,NA,19720,0,6.73,0,0,0,21.43,0,0,0
280,-17.29,NA,29560,0,10.02,0,4.05,0,36.84,0,0,1.17
279,-17.07,NA,39400,0,6.7,0,0,0,20.23,0,0.31,0
278,-17.64,NA,28100,0,6.25,0,0,0,27.93,0,0,0
277,-17.97,NA,18000,0,7.27,0,0,0,26.99,0,0,0
276,-17.94,NA,40100,0,7.31,0,0,0,26.69,0,0,0
275,-18.13,NA,21000,0,11.11,0,6.16,0,42.64,0,0.46,0
274,-18.05,NA,22180,0,5.87,0,3.97,0,27.82,0,0,0
273,-17.605,NA,23350,0,6,0,4,0,29.975,0,0,0
272,-16.96,NA,28820,0,5.9,0,0,0,27.91,0,0,0
271,-16.89,NA,19740,0,6.76,0,0,0,30.53,0,0,0
270,-17.34,NA,27680,0,5.1,0,0,0,27.9,0,0.25,0
269,-17.51,NA,21000,0,6.245,0,0,0,30.74,0,0,0
268,-17.36,NA,19100,0,6.15,0,0,0,26.02,0,0,0
267,-17.69,NA,20020,0,6.6,0,0,0,30.91,0,0.31,0
266,-18.03,NA,27200,0,8,0,5.43,0,38.56,0,0.48,0
265,-18.26,NA,28760,0,8.72,0,5.17,0,42.35,0,0.28,0
264,-17.96,NA,22850,0,8,0,1.355,0,27.69,0,0.17,0
263,-17.33,NA,39440,0,5.46,0,0,0,18.62,0,0,0
262,-17.13,NA,25460,0,6.62,0,0,0,22.01,0,0,0
261,-17,NA,34840,0,6.26,0,0,0,23.51,0,0,0
260,-17.21,NA,36840,0,7.5,0,0,0,25.05,0,0,0
259,-17.875,NA,43430,0,6.785,0,0,0,21.13,0,0,0
258,-17.82,NA,22740,0,6.34,0,0,0,23.65,0,0,0
257,-17.93,NA,26280,0,6.2,0,0,0,20.45,0,0,0
256,-18.24,NA,26100,0,5.98,0,0,0,24.5,0,0,0
255,-18.29,NA,28200,0,6.17,0,0,0,25.53,0,0,0
254,-18.1,NA,23280,0,11.17,0,4.43,0,42.04,0,0,0
253,-18.465,NA,27450,0,6.11,0,0,0,25.355,0,0,0
252,-18.33,NA,19160,0,5.18,0,0,0,21.41,0,0,0
251,-18.43,NA,31940,0,4.51,0,0,0,20.02,0,0,0
250,-18.32,NA,28300,0,3.28,0,0,0,16.47,0,0,0
249,-18.35,NA,27560,0,4.48,0,0,0,16.17,0,0,0
248,-18.47,NA,26200,0,6.12,0,0,0,24.34,0,0,0
247,-18.78,NA,30360,0,7.46,0,0,0,28.18,0,0,0
246,-17.995,NA,23220,0,6.42,0,0,0,24.625,0,0,0
245,-16.98,NA,23460,0,6.1,0,2.97,0,22.89,0,0.31,0
244,-17.13,NA,34060,0,5.44,0,7.95,0,27.86,0,0,0
243,-17.66,NA,30920,0,9.07,0,12.65,0,34.95,0,0.37,0
242,-17.58,NA,27380,0,7.86,0,8.16,0,27.19,0,0,0
241,-17.31,NA,36400,0,5.87,0,4.65,0,24.88,0,0,0
240,-17.715,NA,27480,0,8.11,0,3.36,0,30.39,0,0.14,0
239,-17.7,NA,29060,0,7.53,0,0,0,26.92,0,0,0
238,-17.55,NA,59400,0,6.56,0,0,0,24.53,0,0,0
237,-17.6,NA,25200,0,8.2,0,0,0,26.54,0,0,0
236,-17.89,NA,34600,0,5.76,0,0,0,22.86,0,0,0
235,-18.27,NA,29940,0,5.86,0,0,0,18.99,0,0,0
234,-18.65,NA,17640,0,5.6,0,0,0,16.38,0,0,1.55
233,-18.89,NA,24760,0,7.73,0,10.48,0,19.39,0,0.51,1.8
232,-18.98,NA,33240,0,10.39,0,23.01,0,26.56,0,0.72,0
231,-18.82,NA,24260,0,9.55,1,40.35,0,25.69,0,1.32,1.98
230,-18.45,NA,25440,0,7.81,0,67.62,0,17.06,0,1.37,2.26
229,-17.84,NA,29080,0,8.39,1.76,97.3,6.55,17.09,7.24,1.3,2.26
228,-17.33,NA,56600,0,11.6,3.22,165.74,8.17,25.1,5,3.47,6.4
227,-17.48,NA,31820,0,20.34,4.43,235.58,8.49,57.06,4.19,3.97,6.65
226,-18.12,NA,47160,0,15.76,1.86,169.31,10.97,52.25,5.29,1.73,2.67
