depth (m),age (BP),temperature (degC),Uk37 (missing),depth (m),planktic.d18O (permil),depth (m),temperature (degC),planktic.MgCa (mmol_mol),depth (m),age (BP),d18O (permil),d13C (permil)
NA,NA,NA,NA,30.892,3.615,NA,NA,NA,32.093,281610,4.127,0.387
NA,NA,NA,NA,30.932,3.625,NA,NA,NA,32.112,281730,4.087,0.114
NA,NA,NA,NA,30.952,3.378,NA,NA,NA,32.133,281980,4.068,0.315
NA,NA,NA,NA,30.972,3.837,NA,NA,NA,32.153,282220,3.981,0.415
NA,NA,NA,NA,31.012,3.74,NA,NA,NA,32.172,282470,4.039,0.339
NA,NA,NA,NA,31.032,3.81,NA,NA,NA,32.193,282710,3.895,0.217
NA,NA,NA,NA,31.072,3.416,NA,NA,NA,32.212,282960,3.748,0.612
NA,NA,NA,NA,31.092,3.793,NA,NA,NA,32.233,283200,3.958,0.404
NA,NA,NA,NA,31.112,3.28,NA,NA,NA,32.252,283440,3.672,0.558
NA,NA,NA,NA,31.172,3.783,NA,NA,NA,32.273,283690,3.741,0.582
NA,NA,NA,NA,31.192,3.858,NA,NA,NA,32.292,283930,3.734,0.688
NA,NA,NA,NA,31.212,3.739,NA,NA,NA,32.312,284180,3.633,0.632
NA,NA,NA,NA,31.232,3.784,NA,NA,NA,32.333,284420,3.63,0.392
NA,NA,NA,NA,31.252,3.726,NA,NA,NA,32.352,284670,3.674,0.625
NA,NA,NA,NA,31.272,3.722,NA,NA,NA,32.373,284910,3.49,0.724
NA,NA,NA,NA,31.292,3.669,NA,NA,NA,32.392,285150,3.614,0.657
NA,NA,NA,NA,31.312,3.698,NA,NA,NA,32.432,285640,3.651,0.692
NA,NA,NA,NA,31.332,3.315,NA,NA,NA,32.453,285890,3.687,0.598
NA,NA,NA,NA,31.352,3.379,NA,NA,NA,32.472,286130,3.611,0.571
NA,NA,NA,NA,31.372,3.686,NA,NA,NA,32.492,286380,3.621,0.785
NA,NA,NA,NA,31.392,3.787,NA,NA,NA,32.513,286620,3.556,0.588
NA,NA,NA,NA,31.412,3.813,NA,NA,NA,32.532,286860,3.562,0.524
NA,NA,NA,NA,31.432,3.582,NA,NA,NA,32.553,287110,3.712,0.506
NA,NA,NA,NA,31.452,3.413,NA,NA,NA,32.572,287350,3.643,0.248
NA,NA,NA,NA,31.472,3.579,NA,NA,NA,32.593,287600,3.648,0.496
NA,NA,NA,NA,31.492,3.484,NA,NA,NA,32.612,287840,3.544,0.808
NA,NA,NA,NA,31.512,3.373,NA,NA,NA,32.633,288090,3.575,0.843
NA,NA,NA,NA,31.532,3.245,NA,NA,NA,32.653,288330,3.618,0.757
NA,NA,NA,NA,31.552,3.435,NA,NA,NA,32.672,288570,3.616,0.707
NA,NA,NA,NA,31.572,3.63,NA,NA,NA,32.693,288820,3.589,0.857
NA,NA,NA,NA,31.592,3.603,NA,NA,NA,32.712,289060,3.752,0.647
NA,NA,NA,NA,31.612,3.659,NA,NA,NA,32.733,289310,3.324,0.721
NA,NA,NA,NA,31.632,3.447,NA,NA,NA,32.752,289550,3.56,0.881
NA,NA,NA,NA,31.652,3.513,NA,NA,NA,32.773,289790,3.493,0.822
NA,NA,NA,NA,31.672,3.65,NA,NA,NA,32.792,290040,3.625,0.877
NA,NA,NA,NA,31.692,3.63,NA,NA,NA,32.812,290280,3.869,0.722
NA,NA,NA,NA,31.712,3.325,NA,NA,NA,32.833,290530,3.694,0.794
NA,NA,NA,NA,31.732,3.429,NA,NA,NA,32.852,290770,3.801,0.654
NA,NA,NA,NA,31.752,3.55,NA,NA,NA,32.873,291020,3.71,0.733
NA,NA,NA,NA,31.772,3.521,NA,NA,NA,32.892,291260,3.831,0.663
NA,NA,NA,NA,31.792,3.593,NA,NA,NA,32.913,291500,3.712,0.586
NA,NA,NA,NA,31.812,3.472,NA,NA,NA,32.932,291750,3.883,0.659
NA,NA,NA,NA,31.832,3.29,NA,NA,NA,32.953,291990,3.837,0.647
NA,NA,NA,NA,31.852,3.317,NA,NA,NA,32.972,292240,4.207,0.059
NA,NA,NA,NA,31.872,3.397,NA,NA,NA,32.992,292480,4.001,0.263
NA,NA,NA,NA,31.892,2.999,NA,NA,NA,33.013,292730,4.038,0.047
NA,NA,NA,NA,31.912,3.337,NA,NA,NA,33.032,292970,3.855,0.48
NA,NA,NA,NA,31.932,2.997,NA,NA,NA,33.053,293210,4.061,0.166
NA,NA,NA,NA,31.952,2.961,NA,NA,NA,33.072,293460,4.173,0.195
NA,NA,NA,NA,31.972,3.08,NA,NA,NA,33.093,293700,4.233,0.306
NA,NA,NA,NA,31.992,2.932,NA,NA,NA,33.112,293950,4.041,0.104
NA,NA,NA,NA,32.012,3.02,NA,NA,NA,33.133,294190,4.122,0.166
NA,NA,NA,NA,32.032,2.937,NA,NA,NA,33.153,294440,4.16,0.29
NA,NA,NA,NA,32.052,2.955,NA,NA,NA,33.172,294680,4.242,0.276
NA,NA,NA,NA,32.092,2.893,NA,NA,NA,33.193,294920,4.327,-0.027
NA,NA,NA,NA,32.112,2.916,NA,NA,NA,33.212,295170,4.166,0.026
NA,NA,NA,NA,32.132,2.945,NA,NA,NA,33.233,295410,4.149,0.086
NA,NA,NA,NA,32.152,2.759,NA,NA,NA,33.252,295660,4.255,-0.152
NA,NA,NA,NA,32.172,2.792,NA,NA,NA,33.273,295900,4.132,0.073
NA,NA,NA,NA,32.192,2.777,NA,NA,NA,33.292,296150,4.193,0.19
NA,NA,NA,NA,32.212,2.538,NA,NA,NA,33.312,296390,4.198,0.162
NA,NA,NA,NA,32.232,2.747,NA,NA,NA,33.333,296630,3.977,0.339
NA,NA,NA,NA,32.252,2.26,NA,NA,NA,33.352,296880,4.083,0.135
NA,NA,NA,NA,32.272,2.428,NA,NA,NA,33.373,297120,4.278,0.211
NA,NA,NA,NA,32.292,2.417,NA,NA,NA,33.392,297370,4.234,0.383
NA,NA,NA,NA,32.312,2.443,NA,NA,NA,33.413,297610,4.046,0.462
NA,NA,NA,NA,32.332,2.68,NA,NA,NA,33.432,297860,4.284,0.498
NA,NA,NA,NA,32.352,2.659,NA,NA,NA,33.453,298100,4.006,0.589
NA,NA,NA,NA,32.372,2.676,NA,NA,NA,33.472,298340,4.431,0.447
NA,NA,NA,NA,32.392,2.418,NA,NA,NA,33.492,298590,3.883,0.495
NA,NA,NA,NA,32.412,2.665,NA,NA,NA,33.513,298830,4.252,0.34
NA,NA,NA,NA,32.432,2.582,NA,NA,NA,33.553,299320,4.239,0.378
NA,NA,NA,NA,32.452,2.681,NA,NA,NA,33.572,299560,4.173,0.594
NA,NA,NA,NA,32.472,2.574,NA,NA,NA,33.593,299810,4.433,0.247
NA,NA,NA,NA,32.492,2.97,NA,NA,NA,33.612,300050,4.44,0.21
NA,NA,NA,NA,32.512,2.555,NA,NA,NA,33.653,300540,4.374,0.124
NA,NA,NA,NA,32.532,3,NA,NA,NA,33.672,300780,4.037,0.455
NA,NA,NA,NA,32.552,2.646,NA,NA,NA,33.693,301030,4.32,0.303
NA,NA,NA,NA,32.572,2.922,NA,NA,NA,33.733,301520,4.023,0.567
NA,NA,NA,NA,32.592,2.442,NA,NA,NA,33.773,302010,4.372,0.261
NA,NA,NA,NA,32.612,2.573,NA,NA,NA,33.812,302490,4.189,0.502
NA,NA,NA,NA,32.632,2.507,NA,NA,NA,33.833,302740,3.904,0.436
NA,NA,NA,NA,32.652,2.88,NA,NA,NA,33.852,302980,4.018,0.447
NA,NA,NA,NA,32.672,2.726,NA,NA,NA,33.873,303230,4.057,0.478
NA,NA,NA,NA,32.692,2.706,NA,NA,NA,33.892,303470,4.06,0.355
NA,NA,NA,NA,32.712,2.197,NA,NA,NA,33.913,303710,4.045,0.476
NA,NA,NA,NA,32.732,2.5,NA,NA,NA,33.932,303960,3.313,0.421
NA,NA,NA,NA,32.752,2.484,NA,NA,NA,33.953,304200,3.786,0.318
NA,NA,NA,NA,32.772,2.527,NA,NA,NA,33.972,304450,3.885,0.642
NA,NA,NA,NA,32.792,2.498,NA,NA,NA,33.992,304690,3.919,0.514
NA,NA,NA,NA,32.812,2.532,NA,NA,NA,34.013,304930,3.62,0.527
NA,NA,NA,NA,32.832,2.642,NA,NA,NA,34.032,305180,4.094,0.437
NA,NA,NA,NA,32.852,2.659,NA,NA,NA,34.053,305420,3.887,0.408
NA,NA,NA,NA,32.872,2.618,NA,NA,NA,34.072,305670,4.057,0.488
NA,NA,NA,NA,32.892,2.799,NA,NA,NA,34.093,305910,3.828,0.417
NA,NA,NA,NA,32.912,2.831,NA,NA,NA,34.112,306150,3.961,0.405
NA,NA,NA,NA,32.932,3.147,NA,NA,NA,34.133,306400,3.959,0.394
NA,NA,NA,NA,32.952,2.932,NA,NA,NA,34.153,306640,3.866,0.407
NA,NA,NA,NA,32.972,3.269,NA,NA,NA,34.172,306890,3.75,0.491
NA,NA,NA,NA,32.992,2.963,NA,NA,NA,34.193,307130,3.843,0.57
NA,NA,NA,NA,33.012,3.125,NA,NA,NA,34.212,307370,3.759,0.482
NA,NA,NA,NA,33.032,2.905,NA,NA,NA,34.233,307620,4.295,0.698
NA,NA,NA,NA,33.052,3.258,NA,NA,NA,34.252,307860,3.74,0.558
NA,NA,NA,NA,33.072,3.123,NA,NA,NA,34.273,308110,3.802,0.539
NA,NA,NA,NA,33.092,3.303,NA,NA,NA,34.292,308350,3.573,0.438
NA,NA,NA,NA,33.112,3.378,NA,NA,NA,34.312,308590,3.625,0.474
NA,NA,NA,NA,33.132,3.357,NA,NA,NA,34.333,308840,3.726,0.604
NA,NA,NA,NA,33.152,3.387,NA,NA,NA,34.352,309080,3.683,0.637
NA,NA,NA,NA,33.172,3.339,NA,NA,NA,34.373,309330,3.52,0.487
NA,NA,NA,NA,33.192,3.473,NA,NA,NA,34.392,309570,3.665,0.542
NA,NA,NA,NA,33.212,3.39,NA,NA,NA,34.413,309810,3.499,0.571
NA,NA,NA,NA,33.232,3.478,NA,NA,NA,34.432,310060,3.584,0.403
NA,NA,NA,NA,33.252,3.278,NA,NA,NA,34.453,310300,3.508,0.454
NA,NA,NA,NA,33.272,3.096,NA,NA,NA,34.472,310550,3.543,0.593
NA,NA,NA,NA,33.292,3.397,NA,NA,NA,34.492,310790,3.509,0.544
NA,NA,NA,NA,33.312,3.362,NA,NA,NA,34.513,311030,3.08,0.21
NA,NA,NA,NA,33.332,3.18,NA,NA,NA,34.532,311280,3.604,0.656
NA,NA,NA,NA,33.352,3.331,NA,NA,NA,34.553,311520,3.547,0.576
NA,NA,NA,NA,33.372,3.334,NA,NA,NA,34.572,311770,3.667,0.64
NA,NA,NA,NA,33.392,3.121,NA,NA,NA,34.593,312010,3.472,0.753
NA,NA,NA,NA,33.412,3.272,NA,NA,NA,34.612,312250,3.185,0.417
NA,NA,NA,NA,33.432,2.98,NA,NA,NA,34.633,312500,3.537,0.398
NA,NA,NA,NA,33.452,3.058,NA,NA,NA,34.653,312740,2.813,0.094
NA,NA,NA,NA,33.472,3.238,NA,NA,NA,34.672,312990,3.662,0.624
NA,NA,NA,NA,33.492,3.32,NA,NA,NA,34.693,313230,3.297,0.386
NA,NA,NA,NA,33.512,3.241,NA,NA,NA,34.712,313480,3.43,0.405
NA,NA,NA,NA,33.532,3.122,NA,NA,NA,34.733,313720,3.587,0.445
NA,NA,NA,NA,33.552,3.333,NA,NA,NA,34.752,313960,3.603,0.43
NA,NA,NA,NA,33.572,3.327,NA,NA,NA,34.773,314210,3.469,0.492
NA,NA,NA,NA,33.592,3.014,NA,NA,NA,34.792,314450,3.385,0.46
NA,NA,NA,NA,33.612,2.855,NA,NA,NA,34.812,314700,3.351,0.768
NA,NA,NA,NA,33.632,3.417,NA,NA,NA,34.833,314940,3.602,0.667
NA,NA,NA,NA,33.652,3.056,NA,NA,NA,34.852,315180,3.489,0.43
NA,NA,NA,NA,33.672,3.047,NA,NA,NA,34.873,315430,3.187,0.779
NA,NA,NA,NA,33.692,3.345,NA,NA,NA,34.892,315670,3.322,0.718
NA,NA,NA,NA,33.712,2.808,NA,NA,NA,34.913,315920,3.557,0.392
NA,NA,NA,NA,33.732,2.865,NA,NA,NA,34.932,316250,3.524,0.497
NA,NA,NA,NA,33.752,2.895,NA,NA,NA,34.953,316590,3.684,0.579
NA,NA,NA,NA,33.772,3.004,NA,NA,NA,34.972,316930,3.531,0.614
NA,NA,NA,NA,33.792,2.797,NA,NA,NA,34.992,317260,3.488,0.767
NA,NA,NA,NA,33.812,2.581,NA,NA,NA,35.013,317600,3.609,0.683
NA,NA,NA,NA,33.832,3.365,NA,NA,NA,35.032,317940,3.555,0.612
NA,NA,NA,NA,33.852,2.957,NA,NA,NA,35.053,318270,3.789,0.623
NA,NA,NA,NA,33.872,3.095,NA,NA,NA,35.072,318610,3.481,0.666
NA,NA,NA,NA,33.892,2.762,NA,NA,NA,35.112,319280,3.452,0.557
NA,NA,NA,NA,33.912,2.925,NA,NA,NA,35.133,319620,3.343,0.46
NA,NA,NA,NA,33.932,2.568,NA,NA,NA,35.153,319960,3.309,0.57
NA,NA,NA,NA,33.952,2.601,NA,NA,NA,35.172,320290,3.362,0.483
NA,NA,NA,NA,33.972,2.841,NA,NA,NA,35.193,320630,3.377,0.717
NA,NA,NA,NA,33.992,2.602,NA,NA,NA,35.212,320970,3.258,0.683
NA,NA,NA,NA,34.012,2.888,NA,NA,NA,35.233,321300,3.129,0.668
NA,NA,NA,NA,34.032,2.825,NA,NA,NA,35.252,321640,3.274,0.645
NA,NA,NA,NA,34.052,2.911,NA,NA,NA,35.273,321980,3.327,0.677
NA,NA,NA,NA,34.072,2.971,NA,NA,NA,35.292,322310,3.19,0.649
NA,NA,NA,NA,34.092,3.207,NA,NA,NA,35.312,322650,3.176,0.663
NA,NA,NA,NA,34.112,3.003,NA,NA,NA,35.333,322990,3.15,0.605
NA,NA,NA,NA,34.132,2.724,NA,NA,NA,35.352,323320,3.136,0.646
NA,NA,NA,NA,34.152,2.6,NA,NA,NA,35.373,323660,3.122,0.659
NA,NA,NA,NA,34.172,2.761,NA,NA,NA,35.392,324000,3.091,0.319
NA,NA,NA,NA,34.192,2.649,NA,NA,NA,35.413,324330,3.121,0.499
NA,NA,NA,NA,34.212,3.03,NA,NA,NA,35.432,324670,3.152,0.541
NA,NA,NA,NA,34.232,2.388,NA,NA,NA,35.453,325010,2.99,0.603
NA,NA,NA,NA,34.252,2.636,NA,NA,NA,35.472,325340,2.972,0.53
NA,NA,NA,NA,34.272,2.587,NA,NA,NA,35.492,325680,3.17,0.464
NA,NA,NA,NA,34.292,2.571,NA,NA,NA,35.513,326020,3.053,0.317
NA,NA,NA,NA,34.312,2.515,NA,NA,NA,35.532,326350,3.071,0.487
NA,NA,NA,NA,34.332,2.592,NA,NA,NA,35.553,326690,3.073,0.559
NA,NA,NA,NA,34.352,2.519,NA,NA,NA,35.572,327030,3.132,0.393
NA,NA,NA,NA,34.372,2.548,NA,NA,NA,35.593,327370,2.98,0.474
NA,NA,NA,NA,34.392,2.408,NA,NA,NA,35.612,327700,3.209,0.48
NA,NA,NA,NA,34.412,2.291,NA,NA,NA,35.633,328040,3.011,0.384
NA,NA,NA,NA,34.432,2.339,NA,NA,NA,35.653,328380,3.277,0.524
NA,NA,NA,NA,34.452,2.404,NA,NA,NA,35.672,328710,3.162,0.456
NA,NA,NA,NA,34.472,2.323,NA,NA,NA,35.693,329050,3.054,0.297
NA,NA,NA,NA,34.492,2.319,NA,NA,NA,35.712,329390,2.993,0.312
NA,NA,NA,NA,34.512,2.385,NA,NA,NA,35.733,329720,2.957,0.197
NA,NA,NA,NA,34.532,2.372,NA,NA,NA,35.752,330060,3.023,0.32
NA,NA,NA,NA,34.552,2.262,NA,NA,NA,35.773,330400,3.185,0.331
NA,NA,NA,NA,34.572,2.257,NA,NA,NA,35.792,330730,3.175,0.337
NA,NA,NA,NA,34.592,2.265,NA,NA,NA,35.812,331070,3.163,0.473
NA,NA,NA,NA,34.612,2.427,NA,NA,NA,35.833,331410,3.285,0.515
NA,NA,NA,NA,34.632,2.299,NA,NA,NA,35.852,331740,3.176,0.384
NA,NA,NA,NA,34.652,2.333,NA,NA,NA,35.873,332080,3.342,0.613
NA,NA,NA,NA,34.672,2.187,NA,NA,NA,35.892,332420,3.42,0.595
NA,NA,NA,NA,34.692,2.22,NA,NA,NA,35.913,332750,3.444,0.673
NA,NA,NA,NA,34.712,2.163,NA,NA,NA,35.932,333090,3.355,0.528
NA,NA,NA,NA,34.732,2.23,NA,NA,NA,35.953,333430,3.536,0.563
NA,NA,NA,NA,34.752,2.231,NA,NA,NA,35.972,333760,3.528,0.441
NA,NA,NA,NA,34.772,2.283,NA,NA,NA,35.992,334100,3.47,0.528
NA,NA,NA,NA,34.792,2.186,NA,NA,NA,36.013,334440,3.439,0.532
NA,NA,NA,NA,34.812,2.297,NA,NA,NA,36.032,334770,3.602,0.505
NA,NA,NA,NA,34.832,2.221,NA,NA,NA,36.053,335110,3.6,0.618
NA,NA,NA,NA,34.852,2.345,NA,NA,NA,36.072,335450,3.726,0.577
NA,NA,NA,NA,34.872,2.472,NA,NA,NA,36.093,335780,3.848,0.727
NA,NA,NA,NA,34.892,2.54,NA,NA,NA,36.112,336120,3.738,0.674
NA,NA,NA,NA,34.912,2.381,NA,NA,NA,36.133,336460,3.68,0.557
NA,NA,NA,NA,34.932,2.6,NA,NA,NA,36.153,336790,3.472,0.582
NA,NA,NA,NA,34.952,2.512,NA,NA,NA,36.172,337130,3.765,0.697
NA,NA,NA,NA,34.972,2.412,NA,NA,NA,36.193,337470,4.002,0.474
NA,NA,NA,NA,34.992,2.592,NA,NA,NA,36.212,337800,3.955,0.381
NA,NA,NA,NA,35.012,2.496,NA,NA,NA,36.233,338140,4.193,0.382
NA,NA,NA,NA,35.032,2.707,NA,NA,NA,36.252,338480,4.259,0.481
NA,NA,NA,NA,35.052,2.434,NA,NA,NA,36.273,338810,4.286,0.398
NA,NA,NA,NA,35.072,2.3,NA,NA,NA,36.292,339150,4.43,0.345
NA,NA,NA,NA,35.092,2.48,NA,NA,NA,36.312,339490,4.303,0.557
NA,NA,NA,NA,35.112,2.183,NA,NA,NA,36.352,340160,4.511,0.33
NA,NA,NA,NA,35.132,2.396,NA,NA,NA,36.373,340500,4.592,0.413
NA,NA,NA,NA,35.152,2.292,NA,NA,NA,36.392,340840,4.599,0.541
NA,NA,NA,NA,35.172,2.171,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,35.192,2.009,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,35.212,2.098,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,35.232,2.063,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,35.252,2.138,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,35.272,2.016,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,35.292,1.961,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,35.312,1.886,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,35.332,1.877,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,35.352,1.747,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,35.372,1.873,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,35.392,1.874,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,35.412,1.763,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,35.432,1.836,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,35.452,2.402,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,35.472,1.767,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,35.492,1.724,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,35.512,1.854,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,35.532,1.816,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,35.552,1.817,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,35.572,1.644,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,35.592,1.76,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,35.612,1.703,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,35.632,1.809,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,35.652,1.707,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,35.672,1.961,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,35.692,1.674,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,35.712,1.786,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,35.732,1.691,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,35.752,1.693,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,35.772,1.71,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,35.792,1.729,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,35.812,1.745,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,35.832,1.653,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,35.852,1.642,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,35.872,1.34,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,35.892,1.519,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,35.912,1.485,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,35.952,1.881,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,35.972,1.788,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,35.992,1.887,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,36.012,2.074,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,36.032,2.373,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,36.052,2.237,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,36.072,2.342,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,36.092,2.049,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,36.112,2.391,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,36.132,2.395,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,36.152,2.334,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,36.172,2.595,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,36.192,2.592,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,36.212,2.704,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,36.232,2.569,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,36.252,2.95,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,36.272,3.246,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,36.292,3.095,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,36.312,3.162,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,36.332,2.955,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,36.352,3.119,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,36.372,3.367,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,36.392,3.141,NA,NA,NA,NA,NA,NA,NA
